full_sentence,cloze_probability,dataset,CoRT_mean,CoRT_std,CoRT_descript,target_word,random_word,word_count,cloze_descript,condition_name,sampled,answer,last_word,hand,iti_dur,start_time,trial_dur
Our|walk|was|illuminated|by|the|light|of|the,0.84,peele,2.0,1.4142135623730951,strong non-CoRT,moon,knight,9,high cloze,easy,True,False,knight,right,0.5,330.0,7
The|couple|worked|well|together|and|made|a|perfect,0.33,peele,1.8,1.095445115010332,strong non-CoRT,team,mail,9,low cloze,hard,True,False,mail,right,0.5,427.5,7
"After|receiving|a|treat,|the|dog's|tail|began|to",0.98,peele,4.25,0.5,strong CoRT,wag,work,9,high cloze,easy,True,False,work,right,0.5,90.0,7
"After|Chris|dropped|bread|in|the|water,|it|became",0.78,peele,4.6,0.5477225575051662,strong CoRT,soggy,stand,9,high cloze,easy,False,True,soggy,right,0.5,105.0,7
Everyone|thought|the|pasta|dish|needed|more,0.31,peele,2.0,0.7071067811865476,strong non-CoRT,salt,purse,7,low cloze,hard,False,True,salt,right,0.5,457.5,7
Todd|excelled|at|the|baseball|game|with|his|new,0.39,peele,4.25,0.9574271077563382,strong CoRT,bat,bake,9,low cloze,hard,True,False,bake,right,0.5,120.0,7
The|thief|ran|by|and|snatched|the|lady’s,0.87,block_baldwin,4.428571428571429,1.5118578920369088,strong CoRT,purse,gym,8,high cloze,easy,False,True,purse,right,0.5,15.0,7
Marcus|struggled|to|build|a|birdhouse|even|with|the,0.39,peele,4.8,0.44721359549995787,strong CoRT,instructions,real,9,low cloze,hard,True,False,real,right,0.5,187.5,7
"The|simple,|fun|camp|game|soon|escalated|into|a",0.5,peele,4.4,0.5477225575051662,strong CoRT,fight,lawn,9,low cloze,hard,False,True,fight,right,0.5,142.5,7
His|favorite|place|to|relax|is|on|the,0.41,peele,1.4,0.5477225575051662,strong non-CoRT,beach,fin,8,low cloze,hard,True,False,fin,right,0.5,360.0,7
Elle|got|behind|the|stalled|car|and|began|to,0.87,peele,4.5,0.5773502691896257,strong CoRT,push,safe,9,high cloze,easy,False,True,push,right,0.5,45.0,7
The|woman's|earring|was|a|small|silver,0.32,peele,1.8,1.095445115010332,strong non-CoRT,hoop,curse,7,low cloze,hard,False,True,hoop,right,0.5,412.5,7
He|blew|out|his|cigarette|smoke|in|a|small,0.34,peele,4.75,0.4999999999999999,strong CoRT,puff,pipe,9,low cloze,hard,False,True,puff,right,0.5,180.0,7
The|pinecone|fell|and|hit|Terry|in|the,0.74,block_baldwin,4.0,1.095445115010332,strong CoRT,head,shuck,8,high cloze,easy,True,False,shuck,right,0.5,37.5,7
During|the|holidays|it|is|expensive|to|book|a,0.78,block_baldwin,1.8571428571428568,1.0690449676496976,strong non-CoRT,flight,sky,9,high cloze,easy,False,True,flight,right,0.5,315.0,7
Benny|tried|to|make|a|keep|a|new|resolution|each,0.9,block_baldwin,1.7142857142857142,0.7559289460184545,strong non-CoRT,year,walk,10,high cloze,easy,False,True,year,right,0.5,247.5,7
The|couple|agreed|the|most|important|thing|to|them|was,0.73,block_baldwin,2.0,1.5491933384829668,strong non-CoRT,love,mat,10,high cloze,easy,True,False,mat,right,0.5,307.5,7
Sally|heard|that|our|new|teacher|was|impossible|to,0.48,peele,1.2,0.4472135954999579,strong non-CoRT,please,joke,9,low cloze,hard,False,True,please,right,0.5,435.0,7
The|waitress|wiped|the|table|with|a|damp,0.76,peele,4.2,0.44721359549995787,strong CoRT,cloth,gull,8,high cloze,easy,True,False,gull,right,0.5,30.0,7
The|roommates|agreed|to|split|the|rent|in,0.73,block_baldwin,2.0,1.5491933384829668,strong non-CoRT,half,rot,8,high cloze,easy,False,True,half,right,0.5,285.0,7
"After|receiving|bad|news,|the|patient|began|to",0.83,peele,4.166666666666667,0.983192080250175,strong CoRT,cry,steroids,8,high cloze,easy,False,True,cry,right,0.5,22.5,7
Daniel|was|upset|that|his|basketball|team|didn't,0.91,peele,2.0,0.7071067811865476,strong non-CoRT,win,rob,8,high cloze,easy,False,True,win,right,0.5,292.5,7
The|teacher|was|afraid|of|germs|and|getting,0.92,peele,1.8,1.3038404810405295,strong non-CoRT,sick,mutt,8,high cloze,easy,True,False,mutt,right,0.5,277.5,7
After|the|engine|took|on|water|the|car|began|to,0.37,block_baldwin,4.0,0.6324555320336759,strong CoRT,stall,mop,10,low cloze,hard,True,False,mop,right,0.5,150.0,7
To|enter|the|castle|she|rode|across|a,0.4,peele,4.5,0.5773502691896257,strong CoRT,bridge,fit,8,low cloze,hard,False,True,bridge,right,0.5,195.0,7
France|is|a|country|that|is|famous|for,0.31,peele,2.0,1.7320508075688772,strong non-CoRT,wine,cave,8,low cloze,hard,False,True,wine,right,0.5,382.5,7
If|Alex|drifts|off|he|should|really|take|a,0.79,peele,1.6,0.5477225575051662,strong non-CoRT,nap,late,9,high cloze,easy,False,True,nap,right,0.5,352.5,7
"Instead|of|buying|a|new|phone,|Shannon|replaced|the",0.36,peele,4.25,0.5,strong CoRT,battery,fool,9,low cloze,hard,True,False,fool,right,0.5,157.5,7
His|car|is|huge|so|it's|too|heavy|to,0.44,peele,2.0,1.224744871391589,strong non-CoRT,push,cold,9,low cloze,hard,False,True,push,right,0.5,420.0,7
"Tired|of|beige|walls,|Ingrid|painted|them|a|bold",0.38,peele,4.4,0.8944271909999159,strong CoRT,red,chirp,9,low cloze,hard,False,True,red,right,0.5,232.5,7
Weddings|bring|out|excitement|and|general|feelings|of,0.34,peele,1.1666666666666667,0.40824829046386296,strong non-CoRT,joy,bully,8,low cloze,hard,False,True,joy,right,0.5,367.5,7
Many|brunettes|like|to|dye|their|hair,0.86,block_baldwin,1.8571428571428568,0.8997354108424375,strong non-CoRT,blonde,collapsed,7,high cloze,easy,False,True,blonde,right,0.5,255.0,7
"At|noon,|the|grandfather|clock|began|to|loudly",0.76,peele,4.0,0.0,strong CoRT,chime,teeth,8,high cloze,easy,False,True,chime,right,0.5,52.5,7
The|company|said|they|were|looking|to,0.37,peele,1.25,0.5,strong non-CoRT,hire,leak,7,low cloze,hard,False,True,hire,right,0.5,472.5,7
"After|eating|the|peach,|the|child|threw|out|the",0.79,peele,4.0,1.224744871391589,strong CoRT,pit,milk,9,high cloze,easy,False,True,pit,right,0.5,82.5,7
A|stray|baseball|smacked|an|unsuspecting|walker|in|the,0.45,peele,4.2,0.8366600265340756,strong CoRT,head,queen,9,low cloze,hard,False,True,head,right,0.5,135.0,7
Steven|had|been|raised|believing|that|lying|was|a,0.91,peele,2.0,0.8164965809277259,strong non-CoRT,sin,curb,9,high cloze,easy,False,True,sin,right,0.5,322.5,7
"When|the|robber|trapped|Dorothy,|she|began|to",0.37,peele,4.333333333333333,0.8164965809277259,strong CoRT,cry,glass,8,low cloze,hard,False,True,cry,right,0.5,165.0,7
After|dinner|he|washed|his|hands|with,0.94,block_baldwin,4.142857142857143,1.4638501094227998,strong CoRT,soap,six,7,high cloze,easy,False,True,soap,right,0.5,60.0,7
The|book|shelf|was|two|feet|long|and|three|feet,0.74,peele,1.5,1.0,strong non-CoRT,wide,stop,10,high cloze,easy,False,True,wide,right,0.5,337.5,7
The|baby's|face|puckered|when|she|ate|something,0.94,peele,4.5,0.5477225575051661,strong CoRT,sour,punch,8,high cloze,easy,False,True,sour,right,0.5,112.5,7
She|lived|in|sunny|Florida|and|never|saw|falling,0.72,block_baldwin,1.8333333333333333,0.7527726527090809,strong non-CoRT,snow,beach,9,high cloze,easy,False,True,snow,right,0.5,300.0,7
