,display,break,index,full_sentence,cloze_probability,dataset,CoRT_mean,CoRT_std,CoRT_descript,target_word,random_word,word_count,cloze_descript,condition_name,sampled,answer,last_word,hand,iti_dur,start_time,trial_dur,ShowProgressBar,block_num,iti_dur_ms,trial_dur_ms,randomise_blocks
22,trial,,22.0,The|little|girl|was|very|afraid|of|the,0.81,block_baldwin,1.8571428571428568,1.0690449676496976,strong non-CoRT,dark,leg,8.0,high cloze,easy,True,False,leg,right,0.5,330.0,7.0,1.0,2.0,500.0,7000.0,2.0
23,trial,,23.0,The|villagers|had|never|ventured|out|of|the,0.32,peele,1.2,0.4472135954999579,strong non-CoRT,village,fog,8.0,low cloze,hard,True,False,fog,right,0.5,427.5,7.0,1.0,2.0,500.0,7000.0,2.0
24,trial,,24.0,"After|receiving|bad|news,|the|patient|began|to",0.83,peele,4.166666666666667,0.983192080250175,strong CoRT,cry,steroids,8.0,high cloze,easy,True,False,steroids,right,0.5,90.0,7.0,1.0,2.0,500.0,7000.0,2.0
25,trial,,25.0,The|limping|horse|was|obviously|in|much,0.96,block_baldwin,4.0,1.4142135623730951,strong CoRT,pain,cave,7.0,high cloze,easy,False,True,pain,right,0.5,105.0,7.0,1.0,2.0,500.0,7000.0,2.0
26,trial,,26.0,"When|travelling,|tourists|like|to|carry|items|in|a",0.48,peele,1.75,0.5,strong non-CoRT,bag,chore,9.0,low cloze,hard,False,True,bag,right,0.5,457.5,7.0,1.0,2.0,500.0,7000.0,2.0
27,trial,,27.0,Frank|read|by|the|fireplace|while|his|grandmother,0.4,peele,4.4,0.8944271909999159,strong CoRT,knitted,reach,8.0,low cloze,hard,True,False,reach,right,0.5,120.0,7.0,1.0,2.0,500.0,7000.0,2.0
28,trial,,28.0,When|she|got|out|of|the|car|she|closed|the,0.95,block_baldwin,4.0,1.4142135623730951,strong CoRT,door,steep,10.0,high cloze,easy,False,True,door,right,0.5,15.0,7.0,1.0,2.0,500.0,7000.0,2.0
29,trial,,29.0,The|child|looked|outside|and|watched|the|flying,0.4,peele,4.0,0.7071067811865476,strong CoRT,birds,cry,8.0,low cloze,hard,True,False,cry,right,0.5,187.5,7.0,1.0,2.0,500.0,7000.0,2.0
30,trial,,30.0,They|broke|into|the|store|and|began|to,0.42,peele,4.6,0.5477225575051662,strong CoRT,steal,joke,8.0,low cloze,hard,False,True,steal,right,0.5,142.5,7.0,1.0,2.0,500.0,7000.0,2.0
31,trial,,31.0,Larry's|motto|was|always|do|what|you,0.5,peele,1.25,0.5,strong non-CoRT,want,gone,7.0,low cloze,hard,True,False,gone,right,0.5,360.0,7.0,1.0,2.0,500.0,7000.0,2.0
32,trial,,32.0,The|dog|ran|inside|just|before|it|started|to,0.82,peele,4.2,0.8366600265340756,strong CoRT,rain,bake,9.0,high cloze,easy,False,True,rain,right,0.5,45.0,7.0,1.0,2.0,500.0,7000.0,2.0
33,trial,,33.0,Many|people|will|carry|important|items|in|a,0.37,peele,1.5,1.0,strong non-CoRT,bag,jar,8.0,low cloze,hard,False,True,bag,right,0.5,412.5,7.0,1.0,2.0,500.0,7000.0,2.0
34,trial,,34.0,Mark's|favorite|spot|to|fish|was|a|pier|by|the,0.34,peele,4.4,0.8944271909999159,strong CoRT,lake,word,10.0,low cloze,hard,False,True,lake,right,0.5,180.0,7.0,1.0,2.0,500.0,7000.0,2.0
35,trial,,35.0,"When|Jen|showed|the|treat,|Maggie's|tail|began|to",0.96,peele,4.0,0.8164965809277259,strong CoRT,wag,map,9.0,high cloze,easy,True,False,map,right,0.5,37.5,7.0,1.0,2.0,500.0,7000.0,2.0
36,trial,,36.0,For|breakfast|Jim|wanted|bacon|and,0.91,block_baldwin,1.4285714285714286,0.7867957924694432,strong non-CoRT,eggs,ball,6.0,high cloze,easy,False,True,eggs,right,0.5,315.0,7.0,1.0,2.0,500.0,7000.0,2.0
37,trial,,37.0,I|could|not|remember|his,0.92,block_baldwin,1.0,0.0,strong non-CoRT,name,nurse,5.0,high cloze,easy,False,True,name,right,0.5,247.5,7.0,1.0,2.0,500.0,7000.0,2.0
38,trial,,38.0,The|new|officer|was|of|a|higher,0.81,block_baldwin,1.2857142857142858,0.7559289460184545,strong non-CoRT,rank,pencils,7.0,high cloze,easy,True,False,pencils,right,0.5,307.5,7.0,1.0,2.0,500.0,7000.0,2.0
39,trial,,39.0,There|was|not|room|for|the|triplets|in|the,0.34,peele,2.0,0.8164965809277259,strong non-CoRT,car,train,9.0,low cloze,hard,False,True,car,right,0.5,435.0,7.0,1.0,2.0,500.0,7000.0,2.0
40,trial,,40.0,George|sprinted|out|the|door|because|he|was|in|a,0.87,peele,4.0,0.8164965809277259,strong CoRT,hurry,bump,10.0,high cloze,easy,True,False,bump,right,0.5,30.0,7.0,1.0,2.0,500.0,7000.0,2.0
41,trial,,41.0,"At|the|rock|concert,|the|music|was|extremely",0.98,peele,1.8333333333333333,0.983192080250175,strong non-CoRT,loud,tear,8.0,high cloze,easy,False,True,loud,right,0.5,285.0,7.0,1.0,2.0,500.0,7000.0,2.0
42,trial,,42.0,The|knight|readied|for|battle|and|drew|his,0.91,block_baldwin,4.142857142857143,1.4638501094227998,strong CoRT,sword,act,8.0,high cloze,easy,False,True,sword,right,0.5,22.5,7.0,1.0,2.0,500.0,7000.0,2.0
43,trial,,43.0,Ollie|was|tired|of|the|radio|playing|the|same,0.84,peele,1.75,0.957427107756338,strong non-CoRT,songs,peeve,9.0,high cloze,easy,False,True,songs,right,0.5,292.5,7.0,1.0,2.0,500.0,7000.0,2.0
44,trial,,44.0,"An|almond|is|a|type|of|seed,|not|a",0.87,peele,1.5,1.0,strong non-CoRT,nut,plan,9.0,high cloze,easy,True,False,plan,right,0.5,277.5,7.0,1.0,2.0,500.0,7000.0,2.0
45,trial,,45.0,Helen|removed|the|paint|from|her|face|with|a,0.33,peele,4.8,0.4472135954999579,strong CoRT,cloth,sin,9.0,low cloze,hard,True,False,sin,right,0.5,150.0,7.0,1.0,2.0,500.0,7000.0,2.0
46,trial,,46.0,His|brand|new|soccer|ball|had|landed|in|the,0.34,peele,4.0,1.7320508075688772,strong CoRT,mud,drip,9.0,low cloze,hard,False,True,mud,right,0.5,195.0,7.0,1.0,2.0,500.0,7000.0,2.0
47,trial,,47.0,Quinn|was|surprised|that|Mariah|didn't|believe|in,0.43,peele,1.8,0.8366600265340756,strong non-CoRT,god,give,8.0,low cloze,hard,False,True,god,right,0.5,382.5,7.0,1.0,2.0,500.0,7000.0,2.0
48,trial,,48.0,Chocolate|is|made|from|the|roasted|cacao,0.84,peele,1.8,0.4472135954999579,strong non-CoRT,bean,decision,7.0,high cloze,easy,False,True,bean,right,0.5,352.5,7.0,1.0,2.0,500.0,7000.0,2.0
49,trial,,49.0,The|princess|was|pulled|onto|the|horse|by|the,0.37,peele,4.4,0.8944271909999159,strong CoRT,prince,dead,9.0,low cloze,hard,True,False,dead,right,0.5,157.5,7.0,1.0,2.0,500.0,7000.0,2.0
50,trial,,50.0,The|heavy|box|had|both|a|large|volume|and,0.38,peele,1.6,1.3416407864998738,strong non-CoRT,weight,read,9.0,low cloze,hard,False,True,weight,right,0.5,420.0,7.0,1.0,2.0,500.0,7000.0,2.0
51,trial,,51.0,"To|stay|fit,|Jim|participates|in|a|basketball",0.42,peele,4.2,0.4472135954999579,strong CoRT,game,nest,8.0,low cloze,hard,False,True,game,right,0.5,232.5,7.0,1.0,2.0,500.0,7000.0,2.0
52,trial,,52.0,It|is|painful|to|have|diseases|like,0.36,peele,1.0,0.0,strong non-CoRT,cancer,car,7.0,low cloze,hard,False,True,cancer,right,0.5,367.5,7.0,1.0,2.0,500.0,7000.0,2.0
53,trial,,53.0,Chris|said|his|dog|had|always|been|his|best,0.95,peele,1.75,1.5,strong non-CoRT,friend,dosage,9.0,high cloze,easy,False,True,friend,right,0.5,255.0,7.0,1.0,2.0,500.0,7000.0,2.0
54,trial,,54.0,Her|left|hand|was|freezing|after|she|lost|her,0.8,peele,4.4,0.5477225575051661,strong CoRT,glove,ropes,9.0,high cloze,easy,False,True,glove,right,0.5,52.5,7.0,1.0,2.0,500.0,7000.0,2.0
55,trial,,55.0,The|boy|won|the|chess|competition|by|using|his,0.36,peele,1.75,0.957427107756338,strong non-CoRT,brain,fence,9.0,low cloze,hard,False,True,brain,right,0.5,472.5,7.0,1.0,2.0,500.0,7000.0,2.0
56,trial,,56.0,"Work|started|in|ten|minutes,|so|Jim|had|to",0.8,peele,4.0,0.8164965809277259,strong CoRT,hurry,hell,9.0,high cloze,easy,False,True,hurry,right,0.5,82.5,7.0,1.0,2.0,500.0,7000.0,2.0
57,trial,,57.0,Abby|stuck|his|picture|to|her|wall|with|a,0.46,peele,4.333333333333333,0.5773502691896257,strong CoRT,tack,lab,9.0,low cloze,hard,False,True,tack,right,0.5,135.0,7.0,1.0,2.0,500.0,7000.0,2.0
58,trial,,58.0,American|Presidents|are|limited|to|serving|a|period|of|eight,0.84,block_baldwin,1.1428571428571428,0.3779644730092272,strong non-CoRT,years,rub,10.0,high cloze,easy,False,True,years,right,0.5,322.5,7.0,1.0,2.0,500.0,7000.0,2.0
59,trial,,59.0,"Everyday|during|recess,|the|children|would|play",0.41,peele,4.0,1.224744871391589,strong CoRT,tag,over,7.0,low cloze,hard,False,True,tag,right,0.5,165.0,7.0,1.0,2.0,500.0,7000.0,2.0
60,trial,,60.0,The|bride|smiled|as|she|walked|down|the,0.88,block_baldwin,4.285714285714286,1.1126972805283737,strong CoRT,aisle,bread,8.0,high cloze,easy,False,True,aisle,right,0.5,60.0,7.0,1.0,2.0,500.0,7000.0,2.0
61,trial,,61.0,George|must|keep|his|pet|on|a,0.9,block_baldwin,1.7142857142857142,0.7559289460184545,strong non-CoRT,leash,league,7.0,high cloze,easy,False,True,leash,right,0.5,337.5,7.0,1.0,2.0,500.0,7000.0,2.0
62,trial,,62.0,The|kitten|played|with|the|ball|of,0.94,block_baldwin,4.0,1.5275252316519468,strong CoRT,yarn,joke,7.0,high cloze,easy,False,True,yarn,right,0.5,112.5,7.0,1.0,2.0,500.0,7000.0,2.0
63,trial,,63.0,None|of|his|books|made|any,0.87,block_baldwin,1.5714285714285714,1.5118578920369088,strong non-CoRT,sense,lie,6.0,high cloze,easy,False,True,sense,right,0.5,300.0,7.0,1.0,2.0,500.0,7000.0,2.0
64,break,# Well done! You got $${percent_correct}% correct!,,,,,,,,,,,,,,,,,,,,,,,,
0,trial,,0.0,Bradley|prefers|cats|over,0.91,block_baldwin,1.1428571428571428,0.3779644730092272,strong non-CoRT,dogs,catch,4.0,high cloze,easy,True,False,catch,right,0.5,270.0,7.0,1.0,3.0,500.0,7000.0,3.0
1,trial,,1.0,"After|receiving|a|treat,|the|dog's|tail|began|to",0.98,peele,4.25,0.5,strong CoRT,wag,work,9.0,high cloze,easy,True,False,work,right,0.5,0.0,7.0,1.0,3.0,500.0,7000.0,3.0
2,trial,,2.0,One|must|take|time|out|of|every|day|to,0.36,peele,1.0,0.0,strong non-CoRT,relax,screen,9.0,low cloze,hard,False,True,relax,right,0.5,375.0,7.0,1.0,3.0,500.0,7000.0,3.0
3,trial,,3.0,For|a|small|horse|she|has|a|very|long,0.47,peele,1.8,1.3038404810405295,strong non-CoRT,tail,toy,9.0,low cloze,hard,False,True,tail,right,0.5,442.5,7.0,1.0,3.0,500.0,7000.0,3.0
4,trial,,4.0,He|used|his|skateboard|to|grind|along|the,0.38,peele,4.5,0.5773502691896257,strong CoRT,rails,kill,8.0,low cloze,hard,False,True,rails,right,0.5,172.5,7.0,1.0,3.0,500.0,7000.0,3.0
5,trial,,5.0,Some|clothing|types|don't|last|long|because|they|easily,0.44,peele,2.0,1.224744871391589,strong non-CoRT,tear,peel,9.0,low cloze,hard,True,False,peel,right,0.5,390.0,7.0,1.0,3.0,500.0,7000.0,3.0
6,trial,,6.0,Her|new|shoes|were|the|wrong,0.91,block_baldwin,1.4285714285714286,1.1338934190276817,strong non-CoRT,size,manure,6.0,high cloze,easy,False,True,size,right,0.5,262.5,7.0,1.0,3.0,500.0,7000.0,3.0
7,trial,,7.0,The|screaming|little|girl|made|the|sitter|very,0.33,peele,4.2,0.8366600265340756,strong CoRT,nervous,tight,8.0,low cloze,hard,True,False,tight,right,0.5,210.0,7.0,1.0,3.0,500.0,7000.0,3.0
8,trial,,8.0,It|seemed|like|the|girl|was|always|running,0.41,peele,1.75,0.957427107756338,strong non-CoRT,late,argue,8.0,low cloze,hard,True,False,argue,right,0.5,397.5,7.0,1.0,3.0,500.0,7000.0,3.0
9,trial,,9.0,He|had|a|long|day|and|was|in|a|bad,0.95,block_baldwin,1.8571428571428568,1.5735915849388862,strong non-CoRT,mood,lure,10.0,high cloze,easy,True,False,lure,right,0.5,240.0,7.0,1.0,3.0,500.0,7000.0,3.0
10,trial,,10.0,The|brilliant|yet|clumsy|scientist|broke|a|glass|test,0.84,peele,4.0,1.0,strong CoRT,tube,net,9.0,high cloze,easy,False,True,tube,right,0.5,7.5,7.0,1.0,3.0,500.0,7000.0,3.0
11,trial,,11.0,The|crowd|became|rowdy|after|drinking|too|much|sweet,0.32,peele,4.6,0.5477225575051661,strong CoRT,wine,bug,9.0,low cloze,hard,False,True,wine,right,0.5,225.0,7.0,1.0,3.0,500.0,7000.0,3.0
12,trial,,12.0,When|driving|you|should|keep|your|eyes|on|the,0.92,block_baldwin,1.8571428571428568,0.8997354108424375,strong non-CoRT,road,work,9.0,high cloze,easy,False,True,road,right,0.5,345.0,7.0,1.0,3.0,500.0,7000.0,3.0
13,trial,,13.0,"Distracted|while|driving,|Maya|got|stuck|in|the|sticky",0.46,peele,4.0,1.224744871391589,strong CoRT,mud,sunset,9.0,low cloze,hard,False,True,mud,right,0.5,202.5,7.0,1.0,3.0,500.0,7000.0,3.0
14,trial,,14.0,"While|cooking,|Luke|accidentally|cut|himself|with|a",0.96,peele,4.2,0.8366600265340756,strong CoRT,knife,flavor,8.0,high cloze,easy,True,False,flavor,right,0.5,67.5,7.0,1.0,3.0,500.0,7000.0,3.0
15,trial,,15.0,He|climbed|a|ladder|in|order|to|reshingle|the,0.86,block_baldwin,4.142857142857143,1.4638501094227998,strong CoRT,roof,kick,9.0,high cloze,easy,False,True,roof,right,0.5,75.0,7.0,1.0,3.0,500.0,7000.0,3.0
16,trial,,16.0,After|raking|the|yard|Pat|jumped|into|the|pile|of,0.92,block_baldwin,4.571428571428571,0.7867957924694431,strong CoRT,leaves,tag,10.0,high cloze,easy,False,True,leaves,right,0.5,97.5,7.0,1.0,3.0,500.0,7000.0,3.0
17,trial,,17.0,Bob|planned|to|reopen|the|restaurant|in|the,0.38,peele,2.0,1.224744871391589,strong non-CoRT,fall,eaten,8.0,low cloze,hard,True,False,eaten,right,0.5,450.0,7.0,1.0,3.0,500.0,7000.0,3.0
18,trial,,18.0,Andy|reached|the|curb|and|told|the|dog|to,0.42,peele,4.0,1.4142135623730951,strong CoRT,sit,cloth,9.0,low cloze,hard,False,True,sit,right,0.5,217.5,7.0,1.0,3.0,500.0,7000.0,3.0
19,trial,,19.0,Mary|agreed|that|a|popsicle|would|be|the|right,0.41,peele,2.0,1.0,strong non-CoRT,treat,complex,9.0,low cloze,hard,False,True,treat,right,0.5,405.0,7.0,1.0,3.0,500.0,7000.0,3.0
20,trial,,20.0,The|evil|witch|eyed|the|young|princess|with|a,0.31,peele,4.4,0.8944271909999159,strong CoRT,glare,udder,9.0,low cloze,hard,False,True,glare,right,0.5,127.5,7.0,1.0,3.0,500.0,7000.0,3.0
21,trial,,21.0,To|relax|herself|she|liked|to|listen|to|smooth,0.47,block_baldwin,1.8333333333333333,0.40824829046386296,strong non-CoRT,jazz,cake,9.0,low cloze,hard,False,True,jazz,right,0.5,465.0,7.0,1.0,3.0,500.0,7000.0,3.0
22,trial,,22.0,To|prevent|football|injury|all|players|must|wear|shoulder,0.96,block_baldwin,1.5714285714285714,0.9759000729485332,strong non-CoRT,pads,cry,9.0,high cloze,easy,True,False,cry,right,0.5,330.0,7.0,1.0,3.0,500.0,7000.0,3.0
23,trial,,23.0,To|cook|a|meal|you|will|surely|need|a,0.44,peele,1.75,0.957427107756338,strong non-CoRT,stove,skin,9.0,low cloze,hard,True,False,skin,right,0.5,427.5,7.0,1.0,3.0,500.0,7000.0,3.0
24,trial,,24.0,The|cop|entered|the|building|and|showed|his,0.92,peele,4.25,0.5,strong CoRT,badge,fin,8.0,high cloze,easy,True,False,fin,right,0.5,90.0,7.0,1.0,3.0,500.0,7000.0,3.0
25,trial,,25.0,During|the|hike|Lila's|feet|hurt|more|with|each,0.98,peele,4.0,1.0,strong CoRT,step,rash,9.0,high cloze,easy,False,True,step,right,0.5,105.0,7.0,1.0,3.0,500.0,7000.0,3.0
26,trial,,26.0,The|villagers|lived|their|lives|as|simple,0.4,peele,2.0,1.0,strong non-CoRT,people,kale,7.0,low cloze,hard,False,True,people,right,0.5,457.5,7.0,1.0,3.0,500.0,7000.0,3.0
27,trial,,27.0,"Angry|at|the|late|employee,|Brandon|began|to",0.5,peele,4.166666666666667,1.3291601358251257,strong CoRT,yell,stare,8.0,low cloze,hard,True,False,stare,right,0.5,120.0,7.0,1.0,3.0,500.0,7000.0,3.0
28,trial,,28.0,"At|the|show,|all|the|animals|jumped|through|a",0.94,peele,4.2,0.8366600265340756,strong CoRT,hoop,ten,9.0,high cloze,easy,False,True,hoop,right,0.5,15.0,7.0,1.0,3.0,500.0,7000.0,3.0
29,trial,,29.0,The|beautiful|woman|in|the|story|turned|into|a,0.44,peele,4.0,1.2649110640673518,strong CoRT,witch,womb,9.0,low cloze,hard,True,False,womb,right,0.5,187.5,7.0,1.0,3.0,500.0,7000.0,3.0
30,trial,,30.0,"A|fan|of|stringed|instruments,|the|musician|played|the",0.38,peele,4.2,1.3038404810405295,strong CoRT,violin,beans,9.0,low cloze,hard,False,True,violin,right,0.5,142.5,7.0,1.0,3.0,500.0,7000.0,3.0
31,trial,,31.0,"Out|of|habit,|the|family|always|ate|dinner|at",0.43,peele,2.0,1.4142135623730951,strong non-CoRT,six,wrong,9.0,low cloze,hard,True,False,wrong,right,0.5,360.0,7.0,1.0,3.0,500.0,7000.0,3.0
32,trial,,32.0,The|toddler|jumped|but|the|jar|was|out|of,0.82,peele,4.6,0.5477225575051662,strong CoRT,reach,pet,9.0,high cloze,easy,False,True,reach,right,0.5,45.0,7.0,1.0,3.0,500.0,7000.0,3.0
33,trial,,33.0,A|large|stone|blocked|the|entrance|to|the,0.36,block_baldwin,1.6666666666666667,1.0327955589886446,strong non-CoRT,cave,back,8.0,low cloze,hard,False,True,cave,right,0.5,412.5,7.0,1.0,3.0,500.0,7000.0,3.0
34,trial,,34.0,"As|Jill|felt|the|sharp|pain,|she|began|to",0.46,peele,4.6,0.5477225575051662,strong CoRT,cry,hair,9.0,low cloze,hard,False,True,cry,right,0.5,180.0,7.0,1.0,3.0,500.0,7000.0,3.0
35,trial,,35.0,He|turned|the|page|of|his|favorite,0.9,block_baldwin,4.0,1.5275252316519463,strong CoRT,book,ghost,7.0,high cloze,easy,True,False,ghost,right,0.5,37.5,7.0,1.0,3.0,500.0,7000.0,3.0
36,trial,,36.0,He|knew|about|the|prank|they|were|trying|to,0.8,peele,1.4,0.5477225575051661,strong non-CoRT,pull,cry,9.0,high cloze,easy,False,True,pull,right,0.5,315.0,7.0,1.0,3.0,500.0,7000.0,3.0
37,trial,,37.0,Jenny|was|creative|and|loved|to|study,0.82,block_baldwin,1.5714285714285714,0.7867957924694431,strong non-CoRT,art,drink,7.0,high cloze,easy,False,True,art,right,0.5,247.5,7.0,1.0,3.0,500.0,7000.0,3.0
38,trial,,38.0,The|landlord|did|not|like|when|the|rent|was,0.8,block_baldwin,2.0,1.4142135623730951,strong non-CoRT,late,pin,9.0,high cloze,easy,True,False,pin,right,0.5,307.5,7.0,1.0,3.0,500.0,7000.0,3.0
39,trial,,39.0,An|ulcer|on|the|skin|is|a|painful,0.41,peele,1.8,1.095445115010332,strong non-CoRT,sore,fell,8.0,low cloze,hard,False,True,sore,right,0.5,435.0,7.0,1.0,3.0,500.0,7000.0,3.0
40,trial,,40.0,"While|his|parents|vacationed,|the|kid|threw|a|huge",0.84,peele,4.0,0.8164965809277259,strong CoRT,party,fur,9.0,high cloze,easy,True,False,fur,right,0.5,30.0,7.0,1.0,3.0,500.0,7000.0,3.0
41,trial,,41.0,Eric|was|worried|that|his|car|didn't|have|enough,0.86,peele,1.6,0.8944271909999159,strong non-CoRT,gas,joke,9.0,high cloze,easy,False,True,gas,right,0.5,285.0,7.0,1.0,3.0,500.0,7000.0,3.0
42,trial,,42.0,The|little|girl|tripped|and|immediately|began|to,0.9,peele,4.5,0.8366600265340756,strong CoRT,cry,play,8.0,high cloze,easy,False,True,cry,right,0.5,22.5,7.0,1.0,3.0,500.0,7000.0,3.0
43,trial,,43.0,Claire|claimed|motherhood|was|the|hardest|job|she|ever,0.82,peele,1.6,0.8944271909999159,strong non-CoRT,had,mouse,9.0,high cloze,easy,False,True,had,right,0.5,292.5,7.0,1.0,3.0,500.0,7000.0,3.0
44,trial,,44.0,The|candles|smelled|even|better|when|they|were,0.87,block_baldwin,1.7142857142857142,0.4879500364742666,strong non-CoRT,lit,wine,8.0,high cloze,easy,True,False,wine,right,0.5,277.5,7.0,1.0,3.0,500.0,7000.0,3.0
45,trial,,45.0,Jan|dropped|the|lightbulb|and|it|cracked|near|the,0.47,peele,4.0,0.0,strong CoRT,base,down,9.0,low cloze,hard,True,False,down,right,0.5,150.0,7.0,1.0,3.0,500.0,7000.0,3.0
46,trial,,46.0,"Before|leaving|for|the|party,|Kim|dabbed|on|some",0.49,peele,4.2,0.8366600265340756,strong CoRT,perfume,duck,9.0,low cloze,hard,False,True,perfume,right,0.5,195.0,7.0,1.0,3.0,500.0,7000.0,3.0
47,trial,,47.0,There|was|nothing|to|do|once|the|fuse|was,0.39,peele,1.8,1.095445115010332,strong non-CoRT,lit,meat,9.0,low cloze,hard,False,True,lit,right,0.5,382.5,7.0,1.0,3.0,500.0,7000.0,3.0
48,trial,,48.0,At|last|the|time|for|action|had,0.84,block_baldwin,2.0,1.1547005383792517,strong non-CoRT,come,mean,7.0,high cloze,easy,False,True,come,right,0.5,352.5,7.0,1.0,3.0,500.0,7000.0,3.0
49,trial,,49.0,"While|preparing|the|meal,|the|chef|couldn't|find|his",0.41,peele,4.0,0.7071067811865476,strong CoRT,knife,art,9.0,low cloze,hard,True,False,art,right,0.5,157.5,7.0,1.0,3.0,500.0,7000.0,3.0
50,trial,,50.0,She|adores|rain|but|doesn't|at|all|like,0.42,peele,1.75,0.5,strong non-CoRT,snow,light,8.0,low cloze,hard,False,True,snow,right,0.5,420.0,7.0,1.0,3.0,500.0,7000.0,3.0
51,trial,,51.0,The|tranquil|park|atmosphere|was|disturbed|by|the|honking,0.36,peele,4.5,1.0,strong CoRT,horn,teach,9.0,low cloze,hard,False,True,horn,right,0.5,232.5,7.0,1.0,3.0,500.0,7000.0,3.0
52,trial,,52.0,The|dessert|was|so|good|it|was|hard|to,0.41,peele,2.0,0.7071067811865476,strong non-CoRT,resist,gap,9.0,low cloze,hard,False,True,resist,right,0.5,367.5,7.0,1.0,3.0,500.0,7000.0,3.0
53,trial,,53.0,After|watching|some|baseball|games|she|became|a,0.8,peele,1.6666666666666667,0.8164965809277259,strong non-CoRT,fan,roof,8.0,high cloze,easy,False,True,fan,right,0.5,255.0,7.0,1.0,3.0,500.0,7000.0,3.0
54,trial,,54.0,I|roasted|the|marshmallow|over|the,0.89,block_baldwin,4.142857142857143,1.4638501094227998,strong CoRT,fire,wrath,6.0,high cloze,easy,False,True,fire,right,0.5,52.5,7.0,1.0,3.0,500.0,7000.0,3.0
55,trial,,55.0,His|worst|fear|was|that|the|spectators|would,0.36,peele,1.2,0.4472135954999579,strong non-CoRT,boo,coat,8.0,low cloze,hard,False,True,boo,right,0.5,472.5,7.0,1.0,3.0,500.0,7000.0,3.0
56,trial,,56.0,The|eager|shoppers|left|no|clothes|on|the,0.9,peele,4.0,0.8164965809277259,strong CoRT,racks,cough,8.0,high cloze,easy,False,True,racks,right,0.5,82.5,7.0,1.0,3.0,500.0,7000.0,3.0
57,trial,,57.0,"After|returning|to|his|bedroom,|the|monk|removed|his",0.5,peele,4.8,0.44721359549995787,strong CoRT,robe,signs,9.0,low cloze,hard,False,True,robe,right,0.5,135.0,7.0,1.0,3.0,500.0,7000.0,3.0
58,trial,,58.0,Susan|bought|a|dress|so|now|she|just|needed|new,0.88,block_baldwin,2.0,0.8164965809277259,strong non-CoRT,shoes,fed,10.0,high cloze,easy,False,True,shoes,right,0.5,322.5,7.0,1.0,3.0,500.0,7000.0,3.0
59,trial,,59.0,Karen|realized|she|had|stepped|in|a|pile|of,0.49,peele,4.6,0.5477225575051663,strong CoRT,poop,wine,9.0,low cloze,hard,False,True,poop,right,0.5,165.0,7.0,1.0,3.0,500.0,7000.0,3.0
60,trial,,60.0,The|accountant|ironed|a|shirt|before|going|to,0.9,block_baldwin,4.0,1.4142135623730951,strong CoRT,work,lies,8.0,high cloze,easy,False,True,work,right,0.5,60.0,7.0,1.0,3.0,500.0,7000.0,3.0
61,trial,,61.0,The|lecture|should|last|about|one,0.91,block_baldwin,1.0,0.0,strong non-CoRT,hour,crust,6.0,high cloze,easy,False,True,hour,right,0.5,337.5,7.0,1.0,3.0,500.0,7000.0,3.0
62,trial,,62.0,Katie|put|the|flowers|in|an|expensive,0.93,block_baldwin,4.0,1.4142135623730951,strong CoRT,vase,win,7.0,high cloze,easy,False,True,vase,right,0.5,112.5,7.0,1.0,3.0,500.0,7000.0,3.0
63,trial,,63.0,The|fluffy|white|clouds|are|high|up|in|the,0.93,block_baldwin,1.5714285714285714,1.1338934190276817,strong non-CoRT,sky,moose,9.0,high cloze,easy,False,True,sky,right,0.5,300.0,7.0,1.0,3.0,500.0,7000.0,3.0
64,break,# Well done! You got $${percent_correct}% correct!,,,,,,,,,,,,,,,,,,,,,,,,
0,trial,,0.0,"Married|to|a|duchess,|Max|earned|the|title|of",0.88,peele,1.6,0.5477225575051661,strong non-CoRT,duke,pack,9.0,high cloze,easy,True,False,pack,right,0.5,270.0,7.0,1.0,4.0,500.0,7000.0,4.0
1,trial,,1.0,He|turned|to|see|the|dog|charging|like|a,0.83,peele,4.4,0.5477225575051662,strong CoRT,bull,pad,9.0,high cloze,easy,True,False,pad,right,0.5,0.0,7.0,1.0,4.0,500.0,7000.0,4.0
2,trial,,2.0,"Every|morning,|Kate|is|driven|to|school|by|her",0.43,peele,2.0,0.8944271909999159,strong non-CoRT,mom,tub,9.0,low cloze,hard,False,True,mom,right,0.5,375.0,7.0,1.0,4.0,500.0,7000.0,4.0
3,trial,,3.0,Even|in|the|most|trying|times|she|kept|her,0.5,peele,2.0,1.224744871391589,strong non-CoRT,cool,hair,9.0,low cloze,hard,False,True,cool,right,0.5,442.5,7.0,1.0,4.0,500.0,7000.0,4.0
4,trial,,4.0,Everyone|in|the|kitchen|was|startled|when|the|bowl,0.47,peele,4.0,0.7071067811865475,strong CoRT,fell,will,9.0,low cloze,hard,False,True,fell,right,0.5,172.5,7.0,1.0,4.0,500.0,7000.0,4.0
5,trial,,5.0,The|woman|said|she|had|finally|found,0.36,peele,2.0,0.7071067811865476,strong non-CoRT,love,tip,7.0,low cloze,hard,True,False,tip,right,0.5,390.0,7.0,1.0,4.0,500.0,7000.0,4.0
6,trial,,6.0,Kelly|believed|that|everything|was|determined|by,0.83,peele,1.75,0.9574271077563382,strong non-CoRT,fate,joke,7.0,high cloze,easy,False,True,fate,right,0.5,262.5,7.0,1.0,4.0,500.0,7000.0,4.0
