full_sentence,cloze_probability,dataset,CoRT_mean,CoRT_std,CoRT_descript,target_word,random_word,word_count,cloze_descript,condition_name,sampled,answer,last_word,hand,iti_dur,start_time,trial_dur
"When|she|thought|of|summer,|Cate|thought|of|the",0.48,peele,1.4,0.8944271909999159,strong non-CoRT,beach,school,9,low cloze,hard,True,False,school,right,0.5,450.0,7
The|boy|stole|a|pencil|because|of|a,0.34,block_baldwin,4.0,0.8944271909999159,strong CoRT,test,clothes,8,low cloze,hard,False,True,test,right,0.5,217.5,7
Clara|worried|that|her|first|painting|wouldn't|turn|out,0.47,peele,1.8,0.8366600265340756,strong non-CoRT,well,fence,9,low cloze,hard,False,True,well,right,0.5,405.0,7
When|she|examined|the|bag|she|found|a|secret,0.39,peele,4.0,0.7071067811865476,strong CoRT,compartment,moat,9,low cloze,hard,False,True,compartment,right,0.5,127.5,7
Terry|thought|the|shirt|was|bland|because|it|was,0.44,peele,1.4,0.5477225575051661,strong non-CoRT,white,walk,9,low cloze,hard,False,True,white,right,0.5,465.0,7
The|Italian|restaurant|was|his|favorite|place|to,0.73,peele,2.0,1.1547005383792517,strong non-CoRT,eat,cheer,8,high cloze,easy,True,False,cheer,right,0.5,330.0,7
The|state|prison|was|where|the|killer|was,0.34,block_baldwin,1.8333333333333333,1.6020819787597222,strong non-CoRT,held,deed,8,low cloze,hard,True,False,deed,right,0.5,427.5,7
George|sprinted|out|the|door|because|he|was|in|a,0.87,peele,4.0,0.8164965809277259,strong CoRT,hurry,bump,10,high cloze,easy,True,False,bump,right,0.5,90.0,7
Ellen|replaced|the|fuse|that|no|longer,0.86,block_baldwin,4.142857142857143,0.8997354108424375,strong CoRT,worked,bite,7,high cloze,easy,False,True,worked,right,0.5,105.0,7
Some|people|are|overconfident|and|claim|they|never,0.31,peele,1.6,1.3416407864998738,strong non-CoRT,fail,difficult,8,low cloze,hard,False,True,fail,right,0.5,457.5,7
Isaac|ran|to|the|water|cooler|and|filled|his,0.36,peele,4.8,0.44721359549995787,strong CoRT,cup,wine,9,low cloze,hard,True,False,wine,right,0.5,120.0,7
Mona|replaced|the|hardwood|floor|in|her|kitchen|with,0.74,peele,4.0,1.0,strong CoRT,tile,change,9,high cloze,easy,False,True,tile,right,0.5,15.0,7
Tom|rushed|into|the|room|when|he|heard|Ross,0.39,peele,4.4,0.8944271909999159,strong CoRT,scream,eat,9,low cloze,hard,True,False,eat,right,0.5,187.5,7
When|the|boys|collided|one|got|a|swollen,0.38,peele,4.0,1.4142135623730951,strong CoRT,lip,look,8,low cloze,hard,False,True,lip,right,0.5,142.5,7
The|kids|were|gullible|and|therefore|easy|to,0.45,peele,2.0,0.7071067811865476,strong non-CoRT,fool,man,8,low cloze,hard,True,False,man,right,0.5,360.0,7
"Before|opening|the|gate,|Jim|lifted|the",0.75,peele,4.0,1.4142135623730951,strong CoRT,latch,made,7,high cloze,easy,False,True,latch,right,0.5,45.0,7
Pam|worried|that|she'd|never|find|a|boy|to,0.45,peele,1.8,0.8366600265340756,strong non-CoRT,love,steal,9,low cloze,hard,False,True,love,right,0.5,412.5,7
The|enemies|stormed|the|castle|despite|the|protective,0.39,peele,4.5,0.5773502691896257,strong CoRT,moat,god,8,low cloze,hard,False,True,moat,right,0.5,180.0,7
Catherine|jogged|during|her|lunch,0.8,block_baldwin,4.0,1.2909944487358056,strong CoRT,break,pan,5,high cloze,easy,True,False,pan,right,0.5,37.5,7
Zoos|have|many|animals|only|found|in|the,0.81,block_baldwin,1.5714285714285714,0.5345224838248488,strong non-CoRT,wild,boat,8,high cloze,easy,False,True,wild,right,0.5,315.0,7
Ollie|was|tired|of|the|radio|playing|the|same,0.84,peele,1.75,0.957427107756338,strong non-CoRT,songs,peeve,9,high cloze,easy,False,True,songs,right,0.5,247.5,7
The|laundry|detergent|failed|to|get|out|the|red,0.74,block_baldwin,2.0,1.2649110640673518,strong non-CoRT,stain,tie,9,high cloze,easy,True,False,tie,right,0.5,307.5,7
The|earrings|came|in|a|beautiful|red|velvet,0.41,peele,2.0,0.7071067811865476,strong non-CoRT,box,moat,8,low cloze,hard,False,True,box,right,0.5,435.0,7
"To|cool|down|the|room,|Sami|turned|on|the",0.78,peele,4.0,1.2649110640673518,strong CoRT,fan,race,9,high cloze,easy,True,False,race,right,0.5,30.0,7
"John|felt|sorry,|but|it|was|not|his",0.91,block_baldwin,1.7142857142857142,1.4960264830861911,strong non-CoRT,fault,break,8,high cloze,easy,False,True,fault,right,0.5,285.0,7
Charles|dunked|the|basketball|through|the,0.87,block_baldwin,4.428571428571429,1.5118578920369088,strong CoRT,hoop,will,6,high cloze,easy,False,True,hoop,right,0.5,22.5,7
The|lion|wasn't,0.86,peele,1.4,0.5477225575051661,strong non-CoRT,fullcub,wild,3,high cloze,easy,False,True,fullcub,right,0.5,292.5,7
The|monument|was|the|largest|constructed|to,0.73,peele,1.5,0.5773502691896257,strong non-CoRT,date,god,7,high cloze,easy,True,False,god,right,0.5,277.5,7
The|startled|swimmer|screamed|when|she|saw|the|shark,0.4,peele,5.0,0.0,strong CoRT,fin,teeth,9,low cloze,hard,True,False,teeth,right,0.5,150.0,7
"Once|he|heard|the|bad|news,|Mark's|face|became",0.32,peele,4.8,0.44721359549995787,strong CoRT,red,hair,9,low cloze,hard,False,True,red,right,0.5,195.0,7
The|Olympic|medalist|was|sad|that|she|came|in,0.35,peele,2.0,0.8164965809277259,strong non-CoRT,second,lab,9,low cloze,hard,False,True,second,right,0.5,382.5,7
I|would|drive|but|my|car|is|low|on,0.9,block_baldwin,1.8571428571428568,0.6900655593423541,strong non-CoRT,gas,pants,9,high cloze,easy,False,True,gas,right,0.5,352.5,7
Jordan|was|surprised|his|dog|escaped|from|the,0.34,peele,4.0,0.8164965809277259,strong CoRT,yard,lawn,8,low cloze,hard,True,False,lawn,right,0.5,157.5,7
The|couple|realized|they|needed|new|crystal,0.36,peele,1.25,0.5,strong non-CoRT,glasses,love,7,low cloze,hard,False,True,glasses,right,0.5,420.0,7
Cameron|cleaned|the|spilled|milk|with|a|clean,0.33,peele,4.6,0.5477225575051661,strong CoRT,cloth,laugh,8,low cloze,hard,False,True,cloth,right,0.5,232.5,7
Some|of|the|kids|thought|the|professor|wasn't,0.35,peele,2.0,0.8164965809277259,strong non-CoRT,smart,sleep,8,low cloze,hard,False,True,smart,right,0.5,367.5,7
The|caboose|was|at|the|back|of|the,0.78,block_baldwin,1.8571428571428568,1.4638501094227998,strong non-CoRT,train,whine,8,high cloze,easy,False,True,train,right,0.5,255.0,7
"Due|to|the|film's|sad|ending,|Lia|began|to",0.86,peele,4.166666666666667,1.3291601358251257,strong CoRT,cry,scam,9,high cloze,easy,False,True,cry,right,0.5,52.5,7
Tom|held|rank|just|below|the|monarch|as|a,0.33,peele,1.6,0.8944271909999159,strong non-CoRT,prince,leg,9,low cloze,hard,False,True,prince,right,0.5,472.5,7
"With|dinner,|Josephine|enjoyed|a|glass|of",0.92,peele,4.2,1.3038404810405295,strong CoRT,wine,gigs,7,high cloze,easy,False,True,wine,right,0.5,82.5,7
Chase|had|to|use|special|shampoo|to|remove|the,0.34,peele,4.0,1.1547005383792517,strong CoRT,lice,worth,9,low cloze,hard,False,True,lice,right,0.5,135.0,7
Pam|needs|a|new|doorbell|because|hers|doesn't,0.9,peele,1.1666666666666667,0.40824829046386296,strong non-CoRT,work,snow,8,high cloze,easy,False,True,work,right,0.5,322.5,7
"The|farmer,|while|organizing,|had|to|move|a",0.35,peele,4.2,0.8366600265340756,strong CoRT,tractor,fat,8,low cloze,hard,False,True,tractor,right,0.5,165.0,7
"After|getting|hit|by|the|ball,|Tyler|started|to",0.71,peele,4.666666666666667,0.5163977794943223,strong CoRT,cry,monster,9,high cloze,easy,False,True,cry,right,0.5,60.0,7
Jenny|was|creative|and|loved|to|study,0.82,block_baldwin,1.5714285714285714,0.7867957924694431,strong non-CoRT,art,drink,7,high cloze,easy,False,True,art,right,0.5,337.5,7
The|teacher|wrote|the|problem|on|the,0.94,block_baldwin,4.142857142857143,1.4638501094227998,strong CoRT,board,game,7,high cloze,easy,False,True,board,right,0.5,112.5,7
Glasses|greatly|improved|Mrs.|Gibb’s,0.75,block_baldwin,2.0,1.095445115010332,strong non-CoRT,sight,cup,5,high cloze,easy,False,True,sight,right,0.5,300.0,7
