,display,break,index,full_sentence,cloze_probability,dataset,CoRT_mean,CoRT_std,CoRT_descript,target_word,random_word,word_count,cloze_descript,condition_name,sampled,last_word,hand,iti_dur,start_time,trial_dur,ShowProgressBar,block_num,iti_dur_ms,trial_dur_ms
0,instructions,,,,,,,,,,,,,,,,,,,,,,,
1,trial,,0.0,The|students'|preferred|writing|utensil|was|a,0.49,peele,1.5,0.5773502691896257,strong non-CoRT,pencil,house,7.0,low cloze,hard,False,pencil,right,0.5,22.5,7.0,1.0,0.0,500.0,7000.0
2,trial,,1.0,Katie|didn't|know|who|the|present|was,0.72,peele,1.2,0.4472135954999579,strong non-CoRT,for,mouse,7.0,high cloze,easy,False,for,right,0.5,15.0,7.0,1.0,0.0,500.0,7000.0
3,trial,,2.0,His|mother|was|so|distraught|she|began|to,0.81,peele,4.333333333333333,1.0327955589886444,strong CoRT,cry,dishes,8.0,high cloze,easy,False,cry,right,0.5,0.0,7.0,1.0,0.0,500.0,7000.0
4,trial,,3.0,"After|stubbing|her|toe,|the|woman|let|slip|a",0.37,peele,4.25,0.5,strong CoRT,curse,bait,9.0,low cloze,hard,True,bait,right,0.5,7.5,7.0,1.0,0.0,500.0,7000.0
0,break,# End of Practice. You got $${percent_correct}% correct! You are now going to start the experiment!,,,,,,,,,,,,,,,,,,,,,,
1,trial,,0.0,The|queen|wasn't|demanding|so|she|was|easy|to,0.76,peele,2.0,1.2649110640673518,strong non-CoRT,please,trails,9.0,high cloze,easy,True,trails,right,0.5,270.0,7.0,1.0,1.0,500.0,7000.0
2,trial,,1.0,The|bite|was|so|painful|she|began|to,0.77,peele,4.166666666666667,1.1690451944500122,strong CoRT,cry,ghost,8.0,high cloze,easy,True,ghost,right,0.5,0.0,7.0,1.0,1.0,500.0,7000.0
3,trial,,2.0,"In|the|morning,|Kathy|hoped|that|the|birds|wouldn't",0.39,peele,1.5,0.5773502691896257,strong non-CoRT,chirp,pin,9.0,low cloze,hard,True,pin,right,0.5,375.0,7.0,1.0,1.0,500.0,7000.0
4,trial,,3.0,Molly|thought|the|table|surface|was|too,0.44,peele,1.6,0.8944271909999159,strong non-CoRT,rough,well,7.0,low cloze,hard,False,rough,right,0.5,442.5,7.0,1.0,1.0,500.0,7000.0
5,trial,,4.0,"In|the|front|lawn,|Irvin|planted|a|big,|green",0.44,peele,4.0,0.8944271909999159,strong CoRT,tree,cab,9.0,low cloze,hard,False,tree,right,0.5,172.5,7.0,1.0,1.0,500.0,7000.0
6,trial,,5.0,People|talking|too|loudly|had|always|been|Lawrence's,0.31,peele,2.0,1.2247448713915892,strong non-CoRT,peeve,sick,8.0,low cloze,hard,True,sick,right,0.5,390.0,7.0,1.0,1.0,500.0,7000.0
7,trial,,6.0,The|couple|needed|an|apartment|at|a|good,0.73,peele,1.4,0.5477225575051662,strong non-CoRT,price,clean,8.0,high cloze,easy,False,price,right,0.5,262.5,7.0,1.0,1.0,500.0,7000.0
8,trial,,7.0,Mike|exited|the|shower|and|quickly|put|on|his,0.44,peele,4.8,0.4472135954999581,strong CoRT,robe,wash,9.0,low cloze,hard,False,robe,right,0.5,210.0,7.0,1.0,1.0,500.0,7000.0
9,trial,,8.0,The|potatoes|were|seasoned|with|flakes|of|rosemary|and,0.35,peele,2.0,1.4142135623730951,strong non-CoRT,thyme,sweat,9.0,low cloze,hard,False,thyme,right,0.5,397.5,7.0,1.0,1.0,500.0,7000.0
10,trial,,9.0,Ivan|did|not|know|the|time|since|his|watch,0.76,block_baldwin,1.6666666666666667,0.8164965809277259,strong non-CoRT,broke,contract,9.0,high cloze,easy,False,broke,right,0.5,240.0,7.0,1.0,1.0,500.0,7000.0
11,trial,,10.0,She|preheated|the|oven|and|greased|the,0.9,block_baldwin,4.285714285714286,1.4960264830861911,strong CoRT,pan,sensitive,7.0,high cloze,easy,False,pan,right,0.5,7.5,7.0,1.0,1.0,500.0,7000.0
12,trial,,11.0,He|used|his|skateboard|to|grind|along|the,0.38,peele,4.5,0.5773502691896257,strong CoRT,rails,kill,8.0,low cloze,hard,False,rails,right,0.5,225.0,7.0,1.0,1.0,500.0,7000.0
13,trial,,12.0,The|new|family|enclosed|their|yard|with|a,0.97,peele,1.75,0.957427107756338,strong non-CoRT,fence,mountain,8.0,high cloze,easy,False,fence,right,0.5,345.0,7.0,1.0,1.0,500.0,7000.0
14,trial,,13.0,At|recess|the|younger|children|usually|play,0.42,peele,4.2,0.8366600265340753,strong CoRT,tag,knot,7.0,low cloze,hard,False,tag,right,0.5,202.5,7.0,1.0,1.0,500.0,7000.0
15,trial,,14.0,The|baby's|face|puckered|when|she|ate|something,0.94,peele,4.5,0.5477225575051661,strong CoRT,sour,punch,8.0,high cloze,easy,True,punch,right,0.5,67.5,7.0,1.0,1.0,500.0,7000.0
16,trial,,15.0,A|nearby|woman|sprayed|the|robber|with,0.8,peele,4.0,0.7071067811865476,strong CoRT,mace,budge,7.0,high cloze,easy,False,mace,right,0.5,75.0,7.0,1.0,1.0,500.0,7000.0
17,trial,,16.0,"She|didn't|give|him|a|long|kiss,|just|a",0.87,peele,4.0,0.0,strong CoRT,peck,water,9.0,high cloze,easy,True,water,right,0.5,97.5,7.0,1.0,1.0,500.0,7000.0
18,trial,,17.0,"When|the|manager|leaves,|the|office|is|under|Liam's",0.49,peele,1.5,0.8366600265340756,strong non-CoRT,control,stress,9.0,low cloze,hard,False,control,right,0.5,450.0,7.0,1.0,1.0,500.0,7000.0
19,trial,,18.0,"On|the|lawn,|Patrick|tripped|where|the|dog|had",0.31,peele,4.5,0.5773502691896258,strong CoRT,dug,piece,9.0,low cloze,hard,False,dug,right,0.5,217.5,7.0,1.0,1.0,500.0,7000.0
20,trial,,19.0,To|cook|a|meal|you|will|surely|need|a,0.44,peele,1.75,0.957427107756338,strong non-CoRT,stove,skin,9.0,low cloze,hard,False,stove,right,0.5,405.0,7.0,1.0,1.0,500.0,7000.0
21,trial,,20.0,The|tree|root|didn't|budge|when|Tim|tried|to,0.37,peele,4.0,0.0,strong CoRT,pull,storm,9.0,low cloze,hard,True,storm,right,0.5,127.5,7.0,1.0,1.0,500.0,7000.0
22,trial,,21.0,The|friends|aren't|currently|speaking|because|of|their,0.4,peele,2.0,1.224744871391589,strong non-CoRT,fight,door,8.0,low cloze,hard,False,fight,right,0.5,465.0,7.0,1.0,1.0,500.0,7000.0
23,trial,,22.0,"At|the|rock|concert,|the|music|was|extremely",0.98,peele,1.8333333333333333,0.983192080250175,strong non-CoRT,loud,tear,8.0,high cloze,easy,True,tear,right,0.5,330.0,7.0,1.0,1.0,500.0,7000.0
24,trial,,23.0,The|heavy|box|had|both|a|large|volume|and,0.38,peele,1.6,1.3416407864998738,strong non-CoRT,weight,read,9.0,low cloze,hard,False,weight,right,0.5,427.5,7.0,1.0,1.0,500.0,7000.0
25,trial,,24.0,The|dog|ran|inside|just|before|it|started|to,0.82,peele,4.2,0.8366600265340756,strong CoRT,rain,bake,9.0,high cloze,easy,True,bake,right,0.5,90.0,7.0,1.0,1.0,500.0,7000.0
26,trial,,25.0,Mona|replaced|the|hardwood|floor|in|her|kitchen|with,0.74,peele,4.0,1.0,strong CoRT,tile,change,9.0,high cloze,easy,False,tile,right,0.5,105.0,7.0,1.0,1.0,500.0,7000.0
27,trial,,26.0,What|that|old|house|really|needs|is|a|new,0.4,peele,1.3333333333333333,0.5163977794943223,strong non-CoRT,roof,boat,9.0,low cloze,hard,True,boat,right,0.5,457.5,7.0,1.0,1.0,500.0,7000.0
28,trial,,27.0,"Tired|of|beige|walls,|Ingrid|painted|them|a|bold",0.38,peele,4.4,0.8944271909999159,strong CoRT,red,chirp,9.0,low cloze,hard,True,chirp,right,0.5,120.0,7.0,1.0,1.0,500.0,7000.0
29,trial,,28.0,Jenny|lit|the|candles|on|the|birthday,0.94,block_baldwin,4.285714285714286,1.4960264830861911,strong CoRT,cake,said,7.0,high cloze,easy,False,cake,right,0.5,15.0,7.0,1.0,1.0,500.0,7000.0
30,trial,,29.0,"During|the|earthquake,|many|of|the|small|buildings",0.39,peele,4.0,0.0,strong CoRT,collapsed,fit,8.0,low cloze,hard,True,fit,right,0.5,187.5,7.0,1.0,1.0,500.0,7000.0
31,trial,,30.0,A|stray|baseball|smacked|an|unsuspecting|walker|in|the,0.45,peele,4.2,0.8366600265340756,strong CoRT,head,queen,9.0,low cloze,hard,False,head,right,0.5,142.5,7.0,1.0,1.0,500.0,7000.0
32,trial,,31.0,The|woman|said|she|had|finally|found,0.36,peele,2.0,0.7071067811865476,strong non-CoRT,love,tip,7.0,low cloze,hard,False,love,right,0.5,360.0,7.0,1.0,1.0,500.0,7000.0
33,trial,,32.0,At|dinner|he|cut|his|food|with|a|,0.92,block_baldwin,4.0,1.5275252316519468,strong CoRT,knife,half,9.0,high cloze,easy,False,knife,right,0.5,45.0,7.0,1.0,1.0,500.0,7000.0
34,trial,,33.0,All|the|teacher|wanted|was|for|the|kids|to,0.42,peele,1.8,1.3038404810405295,strong non-CoRT,learn,selfcomplicated,9.0,low cloze,hard,False,learn,right,0.5,412.5,7.0,1.0,1.0,500.0,7000.0
35,trial,,34.0,The|boat|sailed|faster|after|tightly|pulling|in|the,0.5,peele,4.75,0.5,strong CoRT,sail,fall,9.0,low cloze,hard,False,sail,right,0.5,180.0,7.0,1.0,1.0,500.0,7000.0
36,trial,,35.0,When|the|man|entered|the|dog|began|to,0.88,block_baldwin,4.285714285714286,1.1126972805283737,strong CoRT,bark,beard,8.0,high cloze,easy,True,beard,right,0.5,37.5,7.0,1.0,1.0,500.0,7000.0
37,trial,,36.0,"Dave|wanted|to|go,|but|he|had|clothes|to",0.72,peele,2.0,1.4142135623730951,strong non-CoRT,wash,ink,9.0,high cloze,easy,False,wash,right,0.5,315.0,7.0,1.0,1.0,500.0,7000.0
38,trial,,37.0,Chocolate|is|made|from|the|roasted|cacao,0.84,peele,1.8,0.4472135954999579,strong non-CoRT,bean,decision,7.0,high cloze,easy,False,bean,right,0.5,247.5,7.0,1.0,1.0,500.0,7000.0
39,trial,,38.0,I|would|drive|but|my|car|is|low|on,0.9,block_baldwin,1.8571428571428568,0.6900655593423541,strong non-CoRT,gas,pants,9.0,high cloze,easy,False,gas,right,0.5,307.5,7.0,1.0,1.0,500.0,7000.0
40,trial,,39.0,His|mother|cautioned|him|about|letting|the|bananas,0.38,peele,1.5,0.5773502691896257,strong non-CoRT,rot,date,8.0,low cloze,hard,True,date,right,0.5,435.0,7.0,1.0,1.0,500.0,7000.0
41,trial,,40.0,During|the|hike|Lila's|feet|hurt|more|with|each,0.98,peele,4.0,1.0,strong CoRT,step,rash,9.0,high cloze,easy,False,step,right,0.5,30.0,7.0,1.0,1.0,500.0,7000.0
42,trial,,41.0,For|breakfast|Jim|wanted|bacon|and,0.91,block_baldwin,1.4285714285714286,0.7867957924694432,strong non-CoRT,eggs,ball,6.0,high cloze,easy,False,eggs,right,0.5,285.0,7.0,1.0,1.0,500.0,7000.0
43,trial,,42.0,The|dog's|teeth|were|showing|as|he|started|to,0.77,peele,4.5,1.0,strong CoRT,growl,head,9.0,high cloze,easy,True,head,right,0.5,22.5,7.0,1.0,1.0,500.0,7000.0
44,trial,,43.0,During|the|holidays|it|is|every|expensive|to|book|a,0.81,block_baldwin,1.8571428571428568,0.8997354108424375,strong non-CoRT,flight,meditate,10.0,high cloze,easy,False,flight,right,0.5,292.5,7.0,1.0,1.0,500.0,7000.0
45,trial,,44.0,Most|shark|attacks|occur|very|close|to,0.74,block_baldwin,1.6666666666666667,1.0327955589886444,strong non-CoRT,shore,core,7.0,high cloze,easy,False,shore,right,0.5,277.5,7.0,1.0,1.0,500.0,7000.0
46,trial,,45.0,"On|the|back|porch,|Karen|hung|a|clanging",0.35,peele,4.2,0.8366600265340753,strong CoRT,bell,donate,8.0,low cloze,hard,False,bell,right,0.5,150.0,7.0,1.0,1.0,500.0,7000.0
47,trial,,46.0,Violet|fixed|her|bike|by|replacing|her|broken,0.39,peele,4.0,0.7071067811865476,strong CoRT,chain,kite,8.0,low cloze,hard,False,chain,right,0.5,195.0,7.0,1.0,1.0,500.0,7000.0
48,trial,,47.0,All|the|gym|trainers|were|in|great|shape|and,0.36,peele,2.0,1.4142135623730951,strong non-CoRT,fit,home,9.0,low cloze,hard,False,fit,right,0.5,382.5,7.0,1.0,1.0,500.0,7000.0
49,trial,,48.0,Pam|did|not|have|any|clothes|to,0.74,block_baldwin,2.0,1.2649110640673518,strong non-CoRT,wear,whale,7.0,high cloze,easy,False,wear,right,0.5,352.5,7.0,1.0,1.0,500.0,7000.0
50,trial,,49.0,The|rowdy|player|was|ejected|after|a|nasty,0.46,peele,4.0,0.0,strong CoRT,fight,village,8.0,low cloze,hard,False,fight,right,0.5,157.5,7.0,1.0,1.0,500.0,7000.0
51,trial,,50.0,Between|the|two|curtains|there|was|a|big,0.33,peele,2.0,1.224744871391589,strong non-CoRT,gap,love,8.0,low cloze,hard,True,love,right,0.5,420.0,7.0,1.0,1.0,500.0,7000.0
52,trial,,51.0,"After|returning|home,|Sharon|hung|her|jacket|on|the",0.43,peele,4.8,0.44721359549995787,strong CoRT,hook,live,9.0,low cloze,hard,False,hook,right,0.5,232.5,7.0,1.0,1.0,500.0,7000.0
53,trial,,52.0,She|learned|that|the|waves|depended|on|the,0.36,peele,1.4,0.5477225575051661,strong non-CoRT,moon,vase,8.0,low cloze,hard,True,vase,right,0.5,367.5,7.0,1.0,1.0,500.0,7000.0
54,trial,,53.0,None|of|his|books|made|any,0.87,block_baldwin,1.5714285714285714,1.5118578920369088,strong non-CoRT,sense,lie,6.0,high cloze,easy,True,lie,right,0.5,255.0,7.0,1.0,1.0,500.0,7000.0
55,trial,,54.0,The|waitress|wiped|the|table|with|a|damp,0.76,peele,4.2,0.44721359549995787,strong CoRT,cloth,gull,8.0,high cloze,easy,False,cloth,right,0.5,52.5,7.0,1.0,1.0,500.0,7000.0
56,trial,,55.0,An|ulcer|on|the|skin|is|a|painful,0.41,peele,1.8,1.095445115010332,strong non-CoRT,sore,fell,8.0,low cloze,hard,False,sore,right,0.5,472.5,7.0,1.0,1.0,500.0,7000.0
57,trial,,56.0,The|college|runner|was|excited|when|he|won|the,0.71,peele,4.0,1.0,strong CoRT,race,far,9.0,high cloze,easy,False,race,right,0.5,82.5,7.0,1.0,1.0,500.0,7000.0
58,trial,,57.0,The|tranquil|park|atmosphere|was|disturbed|by|the|honking,0.36,peele,4.5,1.0,strong CoRT,horn,teach,9.0,low cloze,hard,False,horn,right,0.5,135.0,7.0,1.0,1.0,500.0,7000.0
59,trial,,58.0,When|he|was|six|Martin|was|stung|by|a,0.75,peele,1.8,1.0954451150103324,strong non-CoRT,bee,rug,9.0,high cloze,easy,False,bee,right,0.5,322.5,7.0,1.0,1.0,500.0,7000.0
60,trial,,59.0,"When|Joel|twisted|his|ankle,|he|began|to",0.37,peele,4.5,0.5477225575051661,strong CoRT,cry,merge,8.0,low cloze,hard,False,cry,right,0.5,165.0,7.0,1.0,1.0,500.0,7000.0
61,trial,,60.0,Charles|dunked|the|basketball|through|the,0.87,block_baldwin,4.428571428571429,1.5118578920369088,strong CoRT,hoop,will,6.0,high cloze,easy,False,hoop,right,0.5,60.0,7.0,1.0,1.0,500.0,7000.0
62,trial,,61.0,Without|food|a|man|would|die|in|several,0.74,block_baldwin,2.0,1.095445115010332,strong non-CoRT,days,bun,8.0,high cloze,easy,False,days,right,0.5,337.5,7.0,1.0,1.0,500.0,7000.0
63,trial,,62.0,The|figure|skater|was|spinning|like|a,0.86,peele,4.0,1.4142135623730951,strong CoRT,top,thyme,7.0,high cloze,easy,False,top,right,0.5,112.5,7.0,1.0,1.0,500.0,7000.0
64,trial,,63.0,The|necklaces|were|what|the|thief|intended|to,0.83,peele,2.0,0.7071067811865476,strong non-CoRT,steal,wide,8.0,high cloze,easy,True,wide,right,0.5,300.0,7.0,1.0,1.0,500.0,7000.0
65,break,# Well done! You got $${percent_correct}% correct!,,,,,,,,,,,,,,,,,,,,,,
0,trial,,0.0,"When|Jen|showed|the|treat,|Maggie's|tail|began|to",0.96,peele,4.0,0.8164965809277259,strong CoRT,wag,map,9.0,high cloze,easy,False,wag,right,0.5,45.0,7.0,1.0,2.0,500.0,7000.0
1,trial,,1.0,When|Tucker|takes|a|nap|he|sleeps|on|the,0.42,peele,2.0,0.8164965809277259,strong non-CoRT,couch,light,9.0,low cloze,hard,False,couch,right,0.5,412.5,7.0,1.0,2.0,500.0,7000.0
2,trial,,2.0,To|cook|a|meal|you|will|surely|need|a,0.44,peele,1.75,0.957427107756338,strong non-CoRT,stove,skin,9.0,low cloze,hard,True,skin,right,0.5,375.0,7.0,1.0,2.0,500.0,7000.0
3,trial,,3.0,Andrew|hadn't|made|a|decision|but|was|on|the,0.44,peele,1.75,0.9574271077563382,strong non-CoRT,fence,fast,9.0,low cloze,hard,False,fence,right,0.5,450.0,7.0,1.0,2.0,500.0,7000.0
4,trial,,4.0,Lindsay|bought|her|new|sweater|because|of|the|unique,0.35,peele,2.0,1.1547005383792517,strong non-CoRT,pattern,survive,9.0,low cloze,hard,False,pattern,right,0.5,360.0,7.0,1.0,2.0,500.0,7000.0
5,trial,,5.0,The|screaming|little|girl|made|the|sitter|very,0.33,peele,4.2,0.8366600265340756,strong CoRT,nervous,tight,8.0,low cloze,hard,False,nervous,right,0.5,172.5,7.0,1.0,2.0,500.0,7000.0
6,trial,,6.0,Debbie|was|disappointed|when|her|paint|began|to,0.32,peele,4.0,0.8164965809277259,strong CoRT,peel,beach,8.0,low cloze,hard,False,peel,right,0.5,232.5,7.0,1.0,2.0,500.0,7000.0
7,trial,,7.0,The|stable|was|home|to|Rick's|favorite,0.89,peele,1.5,0.5773502691896257,strong non-CoRT,horse,nap,7.0,high cloze,easy,False,horse,right,0.5,262.5,7.0,1.0,2.0,500.0,7000.0
8,trial,,8.0,Several|girls|fought|over|the|store's|last|remaining,0.33,peele,4.75,0.4999999999999999,strong CoRT,dresses,mug,8.0,low cloze,hard,True,mug,right,0.5,187.5,7.0,1.0,2.0,500.0,7000.0
9,trial,,9.0,The|teacher|wrote|the|problem|on|the,0.94,block_baldwin,4.142857142857143,1.4638501094227998,strong CoRT,board,game,7.0,high cloze,easy,True,game,right,0.5,97.5,7.0,1.0,2.0,500.0,7000.0
10,trial,,10.0,"To|stay|fit,|Jim|participates|in|a|basketball",0.42,peele,4.2,0.4472135954999579,strong CoRT,game,nest,8.0,low cloze,hard,False,game,right,0.5,210.0,7.0,1.0,2.0,500.0,7000.0
11,trial,,11.0,The|kids|ran|through|the|sprinklers|on|the|front,0.89,peele,4.75,0.4999999999999999,strong CoRT,lawn,prince,9.0,high cloze,easy,True,prince,right,0.5,90.0,7.0,1.0,2.0,500.0,7000.0
12,trial,,12.0,The|family's|couch|and|TV|were|both|in|the,0.36,peele,2.0,1.2649110640673518,strong non-CoRT,room,try,9.0,low cloze,hard,True,try,right,0.5,435.0,7.0,1.0,2.0,500.0,7000.0
13,trial,,13.0,The|urban|teachers|taught|children|not|to|join|a,0.79,peele,2.0,1.0,strong non-CoRT,gang,lipstick,9.0,high cloze,easy,False,gang,right,0.5,345.0,7.0,1.0,2.0,500.0,7000.0
14,trial,,14.0,After|she|bought|the|dress|she|ripped|off|its,0.81,peele,4.8,0.44721359549995787,strong CoRT,tag,smart,9.0,high cloze,easy,False,tag,right,0.5,30.0,7.0,1.0,2.0,500.0,7000.0
15,trial,,15.0,The|building|isn't|for|sale|but|it's|available|to,0.81,peele,1.25,0.5,strong non-CoRT,rent,mold,9.0,high cloze,easy,False,rent,right,0.5,277.5,7.0,1.0,2.0,500.0,7000.0
16,trial,,16.0,He|loosened|the|tie|around|his,0.97,block_baldwin,4.428571428571429,1.5118578920369088,strong CoRT,neck,win,6.0,high cloze,easy,True,win,right,0.5,67.5,7.0,1.0,2.0,500.0,7000.0
17,trial,,17.0,The|dog|was|lonely|without|companions|and|started|to,0.39,peele,4.0,1.224744871391589,strong CoRT,whine,hid,9.0,low cloze,hard,False,whine,right,0.5,135.0,7.0,1.0,2.0,500.0,7000.0
18,trial,,18.0,Meg|hated|that|cleaning|the|bathroom|was|her,0.47,peele,1.75,0.9574271077563382,strong non-CoRT,chore,do,8.0,low cloze,hard,True,do,right,0.5,457.5,7.0,1.0,2.0,500.0,7000.0
19,trial,,19.0,The|villagers|had|never|ventured|out|of|the,0.32,peele,1.2,0.4472135954999579,strong non-CoRT,village,fog,8.0,low cloze,hard,False,village,right,0.5,397.5,7.0,1.0,2.0,500.0,7000.0
20,trial,,20.0,The|fashionista's|favorite|thing|to|do|was,0.5,peele,2.0,1.4142135623730951,strong non-CoRT,shop,meat,7.0,low cloze,hard,True,meat,right,0.5,390.0,7.0,1.0,2.0,500.0,7000.0
21,trial,,21.0,Benny|tried|to|make|a|keep|a|new|resolution|each,0.9,block_baldwin,1.7142857142857142,0.7559289460184545,strong non-CoRT,year,walk,10.0,high cloze,easy,False,year,right,0.5,352.5,7.0,1.0,2.0,500.0,7000.0
22,trial,,22.0,She|lived|in|sunny|Florida|and|never|saw|falling,0.72,block_baldwin,1.8333333333333333,0.7527726527090809,strong non-CoRT,snow,beach,9.0,high cloze,easy,True,beach,right,0.5,255.0,7.0,1.0,2.0,500.0,7000.0
23,trial,,23.0,Jill|cried|and|said|her|life|had|become|a,0.4,peele,4.0,0.7071067811865475,strong CoRT,mess,class,9.0,low cloze,hard,True,class,right,0.5,120.0,7.0,1.0,2.0,500.0,7000.0
24,trial,,24.0,Father|carved|the|turkey|with|a,0.95,block_baldwin,4.285714285714286,1.4960264830861911,strong CoRT,knife,teach,6.0,high cloze,easy,False,knife,right,0.5,112.5,7.0,1.0,2.0,500.0,7000.0
25,trial,,25.0,"Dan|has|never|been|to|Europe,|but|Mira",0.71,peele,2.0,1.4142135623730951,strong non-CoRT,has,crib,8.0,high cloze,easy,True,crib,right,0.5,270.0,7.0,1.0,2.0,500.0,7000.0
26,trial,,26.0,The|kitten|played|with|the|ball|of,0.94,block_baldwin,4.0,1.5275252316519468,strong CoRT,yarn,joke,7.0,high cloze,easy,False,yarn,right,0.5,82.5,7.0,1.0,2.0,500.0,7000.0
27,trial,,27.0,The|startled|swimmer|screamed|when|she|saw|the|shark,0.4,peele,5.0,0.0,strong CoRT,fin,teeth,9.0,low cloze,hard,False,fin,right,0.5,225.0,7.0,1.0,2.0,500.0,7000.0
28,trial,,28.0,"Work|started|in|ten|minutes,|so|Jim|had|to",0.8,peele,4.0,0.8164965809277259,strong CoRT,hurry,hell,9.0,high cloze,easy,False,hurry,right,0.5,52.5,7.0,1.0,2.0,500.0,7000.0
29,trial,,29.0,"While|in|the|basement,|Alexis|caught|and|killed|a",0.35,peele,4.6,0.5477225575051662,strong CoRT,rat,these,9.0,low cloze,hard,False,rat,right,0.5,202.5,7.0,1.0,2.0,500.0,7000.0
30,trial,,30.0,Helen|was|happy|in|life|and|especially|loved|her,0.35,peele,1.8,0.8366600265340756,strong non-CoRT,husband,cry,9.0,low cloze,hard,False,husband,right,0.5,465.0,7.0,1.0,2.0,500.0,7000.0
31,trial,,31.0,After|his|divorce|my|neighbor|became|a|lonely,0.46,peele,2.0,1.224744871391589,strong non-CoRT,man,miss,8.0,low cloze,hard,False,man,right,0.5,382.5,7.0,1.0,2.0,500.0,7000.0
32,trial,,32.0,I|could|not|remember|his,0.92,block_baldwin,1.0,0.0,strong non-CoRT,name,nurse,5.0,high cloze,easy,False,name,right,0.5,337.5,7.0,1.0,2.0,500.0,7000.0
33,trial,,33.0,The|queen|wasn't|demanding|so|she|was|easy|to,0.76,peele,2.0,1.2649110640673518,strong non-CoRT,please,trails,9.0,high cloze,easy,False,please,right,0.5,247.5,7.0,1.0,2.0,500.0,7000.0
34,trial,,34.0,When|she|lost|her|doll|the|girl|began|to,0.84,peele,4.333333333333333,0.8164965809277259,strong CoRT,cry,music,9.0,high cloze,easy,True,music,right,0.5,37.5,7.0,1.0,2.0,500.0,7000.0
35,trial,,35.0,The|baseball|player’s|cap|protected|him|from|the,0.74,block_baldwin,1.3333333333333333,0.5163977794943222,strong non-CoRT,sun,blast,8.0,high cloze,easy,True,blast,right,0.5,300.0,7.0,1.0,2.0,500.0,7000.0
36,trial,,36.0,Joan|fed|her|baby|some|warm|,0.88,block_baldwin,4.0,1.4142135623730951,strong CoRT,milk,mace,7.0,high cloze,easy,False,milk,right,0.5,7.5,7.0,1.0,2.0,500.0,7000.0
37,trial,,37.0,Owen|took|a|nap|because|his|day|had|been,0.43,peele,1.8,1.3038404810405295,strong non-CoRT,long,beach,9.0,low cloze,hard,True,beach,right,0.5,367.5,7.0,1.0,2.0,500.0,7000.0
38,trial,,38.0,Jan|tried|to|squeeze|in|but|there|was|no,0.85,block_baldwin,4.142857142857143,0.6900655593423541,strong CoRT,room,fly,9.0,high cloze,easy,False,room,right,0.5,15.0,7.0,1.0,2.0,500.0,7000.0
39,trial,,39.0,Jason|fell|off|his|skateboard|when|he|hit|the,0.34,peele,4.6,0.547722557505166,strong CoRT,curb,dress,9.0,low cloze,hard,False,curb,right,0.5,165.0,7.0,1.0,2.0,500.0,7000.0
40,trial,,40.0,The|couple|worked|well|together|and|made|a|perfect,0.33,peele,1.8,1.095445115010332,strong non-CoRT,team,mail,9.0,low cloze,hard,False,team,right,0.5,472.5,7.0,1.0,2.0,500.0,7000.0
41,trial,,41.0,The|excited|crowd|of|people|quickly|formed|a,0.35,peele,4.0,0.0,strong CoRT,mob,failure,8.0,low cloze,hard,True,failure,right,0.5,127.5,7.0,1.0,2.0,500.0,7000.0
42,trial,,42.0,The|sight|of|the|vomit|caused|Courtney|to,0.34,peele,4.5,1.0,strong CoRT,gag,face,8.0,low cloze,hard,False,gag,right,0.5,195.0,7.0,1.0,2.0,500.0,7000.0
43,trial,,43.0,The|toddler|jumped|but|the|jar|was|out|of,0.82,peele,4.6,0.5477225575051662,strong CoRT,reach,pet,9.0,high cloze,easy,False,reach,right,0.5,105.0,7.0,1.0,2.0,500.0,7000.0
44,trial,,44.0,The|little|girl|was|very|afraid|of|the,0.81,block_baldwin,1.8571428571428568,1.0690449676496976,strong non-CoRT,dark,leg,8.0,high cloze,easy,False,dark,right,0.5,292.5,7.0,1.0,2.0,500.0,7000.0
45,trial,,45.0,"On|a|stormy|night,|the|ship|captain|hit|a",0.42,peele,4.2,1.3038404810405295,strong CoRT,rock,bear,9.0,low cloze,hard,False,rock,right,0.5,217.5,7.0,1.0,2.0,500.0,7000.0
46,trial,,46.0,Suzy|saw|a|sign|that|said|babysitter|for,0.88,peele,1.75,1.5,strong non-CoRT,hire,soap,8.0,high cloze,easy,True,soap,right,0.5,330.0,7.0,1.0,2.0,500.0,7000.0
47,trial,,47.0,Greta|quickly|woke|after|Jess|gave|her|a|painful,0.39,peele,4.5,0.5773502691896257,strong CoRT,pinch,art,9.0,low cloze,hard,False,pinch,right,0.5,150.0,7.0,1.0,2.0,500.0,7000.0
48,trial,,48.0,The|caboose|was|at|the|back|of|the,0.78,block_baldwin,1.8571428571428568,1.4638501094227998,strong non-CoRT,train,whine,8.0,high cloze,easy,False,train,right,0.5,240.0,7.0,1.0,2.0,500.0,7000.0
49,trial,,49.0,Some|people|say|vegetables|are|healthier|if|eaten,0.79,block_baldwin,2.0,1.1547005383792517,strong non-CoRT,raw,trick,8.0,high cloze,easy,False,raw,right,0.5,285.0,7.0,1.0,2.0,500.0,7000.0
50,trial,,50.0,The|kids|were|gullible|and|therefore|easy|to,0.45,peele,2.0,0.7071067811865476,strong non-CoRT,fool,man,8.0,low cloze,hard,False,fool,right,0.5,442.5,7.0,1.0,2.0,500.0,7000.0
