,display,break,index,full_sentence,cloze_probability,dataset,CoRT_mean,CoRT_std,CoRT_descript,target_word,random_word,word_count,cloze_descript,condition_name,sampled,last_word,hand,iti_dur,start_time,trial_dur,ShowProgressBar,block_num,iti_dur_ms,trial_dur_ms
10,trial,,10.0,Charles|dunked|the|basketball|through|the,0.87,block_baldwin,4.428571428571429,1.5118578920369088,strong CoRT,hoop,will,6.0,high cloze,easy,True,will,right,0.5,22.5,7.0,1.0,5.0,500.0,7000.0
11,trial,,11.0,They|sat|together|without|speaking|a|single,0.96,block_baldwin,2.0,1.2909944487358056,strong non-CoRT,word,live,7.0,high cloze,easy,False,word,right,0.5,307.5,7.0,1.0,5.0,500.0,7000.0
12,trial,,12.0,Some|people|have|never|had|a|square,0.24,block_baldwin,1.1666666666666667,0.40824829046386296,strong non-CoRT,meal,done,7.0,low cloze,hard,False,meal,right,0.5,382.5,7.0,1.0,5.0,500.0,7000.0
13,trial,,13.0,The|baker|said|those|lemons|were|especially,0.4,peele,1.8333333333333333,1.1690451944500122,strong non-CoRT,sour,fight,7.0,low cloze,hard,False,sour,right,0.5,472.5,7.0,1.0,5.0,500.0,7000.0
14,trial,,14.0,The|hunter|took|the|antlers|from|the|dead,0.71,peele,4.0,0.7071067811865476,strong CoRT,deer,choke,8.0,high cloze,easy,False,deer,right,0.5,45.0,7.0,1.0,5.0,500.0,7000.0
15,trial,,15.0,"A|crowd|formed|at|the|beach,|curious|about|the",0.46,peele,4.6,0.5477225575051662,strong CoRT,whale,bread,9.0,low cloze,hard,False,whale,right,0.5,157.5,7.0,1.0,5.0,500.0,7000.0
16,trial,,16.0,Shelly|wanted|to|be|a|scientist|working|at|a,0.72,peele,1.25,0.5,strong non-CoRT,lab,trash,9.0,high cloze,easy,False,lab,right,0.5,322.5,7.0,1.0,5.0,500.0,7000.0
17,trial,,17.0,The|excited|fan|gave|him|a|photo|to,0.74,peele,4.4,0.8944271909999159,strong CoRT,sign,,8.0,high cloze,easy,False,sign,right,0.5,105.0,7.0,1.0,5.0,500.0,7000.0
18,trial,,18.0,It|seemed|like|the|accident|shook|her|to|the,0.84,peele,1.25,0.5,strong non-CoRT,core,stay,9.0,high cloze,easy,False,core,right,0.5,285.0,7.0,1.0,5.0,500.0,7000.0
19,trial,,19.0,Many|women|are|very|conscious|of|their,0.32,peele,1.4,0.5477225575051662,strong non-CoRT,weight,choke,7.0,low cloze,hard,True,choke,right,0.5,367.5,7.0,1.0,5.0,500.0,7000.0
20,trial,,20.0,The|host|made|the|whole|room|dance|an|energetic,0.37,peele,4.5,0.5773502691896257,strong CoRT,jig,knitted,9.0,low cloze,hard,False,jig,right,0.5,225.0,7.0,1.0,5.0,500.0,7000.0
21,trial,,21.0,The|fans|cheered|when|the|baseball|player|went|to,0.5,peele,4.333333333333333,0.5773502691896257,strong CoRT,bat,did,9.0,low cloze,hard,False,bat,right,0.5,142.5,7.0,1.0,5.0,500.0,7000.0
22,trial,,22.0,"Satisfied|with|his|dinner,|Harold|let|out|a|huge",0.36,peele,4.5,0.5773502691896257,strong CoRT,burp,joke,9.0,low cloze,hard,False,burp,right,0.5,172.5,7.0,1.0,5.0,500.0,7000.0
23,trial,,23.0,Without|her|sunglasses|the|sun|hurt|Erika’s|,0.96,block_baldwin,1.7142857142857142,1.1126972805283737,strong non-CoRT,eyes,dog,8.0,high cloze,easy,False,eyes,right,0.5,277.5,7.0,1.0,5.0,500.0,7000.0
24,trial,,24.0,The|employee|always|forgot|to|wear|her,0.33,peele,2.0,1.4142135623730951,strong non-CoRT,badge,mate,7.0,low cloze,hard,False,badge,right,0.5,412.5,7.0,1.0,5.0,500.0,7000.0
25,trial,,25.0,The|farmer|collected|wood|to|build|a|new,0.32,peele,4.0,1.0,strong CoRT,barn,cough,8.0,low cloze,hard,False,barn,right,0.5,210.0,7.0,1.0,5.0,500.0,7000.0
26,trial,,26.0,The|cheerleaders|were|part|of|the|popular,0.48,block_baldwin,1.1666666666666667,0.40824829046386296,strong non-CoRT,crowd,run,7.0,low cloze,hard,True,run,right,0.5,435.0,7.0,1.0,5.0,500.0,7000.0
27,trial,,27.0,"When|the|robber|trapped|Dorothy,|she|began|to",0.37,peele,4.333333333333333,0.8164965809277259,strong CoRT,cry,glass,8.0,low cloze,hard,True,glass,right,0.5,127.5,7.0,1.0,5.0,500.0,7000.0
28,trial,,28.0,Todd|excelled|at|the|baseball|game|with|his|new,0.39,peele,4.25,0.9574271077563382,strong CoRT,bat,bake,9.0,low cloze,hard,False,bat,right,0.5,217.5,7.0,1.0,5.0,500.0,7000.0
29,trial,,29.0,The|safest|seats|in|a|car|are|in|the,0.76,peele,1.6,0.8944271909999159,strong non-CoRT,back,color,9.0,high cloze,easy,True,color,right,0.5,270.0,7.0,1.0,5.0,500.0,7000.0
30,trial,,30.0,Some|clothing|types|don't|last|long|because|they|easily,0.44,peele,2.0,1.224744871391589,strong non-CoRT,tear,peel,9.0,low cloze,hard,True,peel,right,0.5,390.0,7.0,1.0,5.0,500.0,7000.0
31,trial,,31.0,The|friends|skated|across|the|frozen,0.41,block_baldwin,4.333333333333333,1.2110601416389966,strong CoRT,pond,due,6.0,low cloze,hard,False,pond,right,0.5,135.0,7.0,1.0,5.0,500.0,7000.0
32,trial,,32.0,Greg|clutched|his|queasy|stomach|and|began|to,0.47,peele,4.75,0.4999999999999999,strong CoRT,vomit,sleep,8.0,low cloze,hard,False,vomit,right,0.5,165.0,7.0,1.0,5.0,500.0,7000.0
33,trial,,33.0,Katherine|can't|enter|without|the|code|for|the,0.36,peele,1.6666666666666667,0.8164965809277259,strong non-CoRT,door,shirt,8.0,low cloze,hard,False,door,right,0.5,405.0,7.0,1.0,5.0,500.0,7000.0
34,trial,,34.0,Charles|worried|when|he|felt|a|pain|near|his,0.48,peele,2.0,1.0,strong non-CoRT,heart,dual,9.0,low cloze,hard,False,heart,right,0.5,427.5,7.0,1.0,5.0,500.0,7000.0
35,trial,,35.0,Andrew's|favorite|type|of|fruit|is|the,0.31,peele,1.6666666666666667,0.5773502691896257,strong non-CoRT,apple,fuss,7.0,low cloze,hard,True,fuss,right,0.5,375.0,7.0,1.0,5.0,500.0,7000.0
36,trial,,36.0,Ellen|replaced|the|fuse|that|no|longer,0.86,block_baldwin,4.142857142857143,0.8997354108424375,strong CoRT,worked,bite,7.0,high cloze,easy,True,bite,right,0.5,37.5,7.0,1.0,5.0,500.0,7000.0
37,trial,,37.0,Her|baby|was|not|ready|to|leave|the,0.32,peele,1.75,0.957427107756338,strong non-CoRT,crib,tag,8.0,low cloze,hard,True,tag,right,0.5,420.0,7.0,1.0,5.0,500.0,7000.0
38,trial,,38.0,"After|climbing|the|mountain,|they|could|see|the|wooded",0.37,peele,4.2,0.8366600265340756,strong CoRT,forest,panic,9.0,low cloze,hard,False,forest,right,0.5,232.5,7.0,1.0,5.0,500.0,7000.0
39,trial,,39.0,The|passenger|kept|yelling|at|the|driver|to|turn,0.49,peele,4.0,0.7071067811865476,strong CoRT,left,find,9.0,low cloze,hard,False,left,right,0.5,202.5,7.0,1.0,5.0,500.0,7000.0
40,trial,,40.0,The|British|businessman|was|the|wealthiest|in|the|whole,0.36,peele,1.0,0.0,strong non-CoRT,country,mate,9.0,low cloze,hard,False,country,right,0.5,450.0,7.0,1.0,5.0,500.0,7000.0
41,trial,,41.0,When|she|got|out|of|the|car|she|closed|the,0.95,block_baldwin,4.0,1.4142135623730951,strong CoRT,door,steep,10.0,high cloze,easy,True,steep,right,0.5,90.0,7.0,1.0,5.0,500.0,7000.0
42,trial,,42.0,At|dinner|he|cut|his|food|with|a|,0.92,block_baldwin,4.0,1.5275252316519468,strong CoRT,knife,half,9.0,high cloze,easy,False,knife,right,0.5,15.0,7.0,1.0,5.0,500.0,7000.0
43,trial,,43.0,"After|receiving|bad|news,|the|patient|began|to",0.83,peele,4.166666666666667,0.983192080250175,strong CoRT,cry,steroids,8.0,high cloze,easy,False,cry,right,0.5,60.0,7.0,1.0,5.0,500.0,7000.0
44,trial,,44.0,Many|people|will|carry|important|items|in|a,0.37,peele,1.5,1.0,strong non-CoRT,bag,jar,8.0,low cloze,hard,False,bag,right,0.5,360.0,7.0,1.0,5.0,500.0,7000.0
45,trial,,45.0,When|the|alarm|rang|the|firefighter|slid|down|the,0.94,block_baldwin,4.428571428571429,1.5118578920369088,strong CoRT,pole,thief,9.0,high cloze,easy,False,pole,right,0.5,30.0,7.0,1.0,5.0,500.0,7000.0
46,trial,,46.0,The|woman|said|she|thought|Joe|loved|her|too,0.96,peele,1.6,0.5477225575051661,strong non-CoRT,much,met,9.0,high cloze,easy,False,much,right,0.5,345.0,7.0,1.0,5.0,500.0,7000.0
47,trial,,47.0,When|he|was|six|Martin|was|stung|by|a,0.75,peele,1.8,1.0954451150103324,strong non-CoRT,bee,rug,9.0,high cloze,easy,True,rug,right,0.5,330.0,7.0,1.0,5.0,500.0,7000.0
48,trial,,48.0,The|bride|spent|weeks|shopping|for|her,0.7,peele,2.0,1.7320508075688772,strong non-CoRT,dress,adult,7.0,high cloze,easy,False,dress,right,0.5,247.5,7.0,1.0,5.0,500.0,7000.0
49,trial,,49.0,"On|Liz's|first|day,|she|wasn't|sure|what|to",0.77,peele,2.0,0.8164965809277259,strong non-CoRT,do,wrath,9.0,high cloze,easy,False,do,right,0.5,352.5,7.0,1.0,5.0,500.0,7000.0
50,trial,,50.0,It|was|too|windy|so|Jen|reeled|in|her,0.45,peele,4.75,0.5,strong CoRT,kite,sin,9.0,low cloze,hard,False,kite,right,0.5,195.0,7.0,1.0,5.0,500.0,7000.0
51,trial,,51.0,The|limping|horse|was|obviously|in|much,0.96,block_baldwin,4.0,1.4142135623730951,strong CoRT,pain,cave,7.0,high cloze,easy,True,cave,right,0.5,97.5,7.0,1.0,5.0,500.0,7000.0
52,trial,,52.0,"After|eating|the|peach,|the|child|threw|out|the",0.79,peele,4.0,1.224744871391589,strong CoRT,pit,milk,9.0,high cloze,easy,False,pit,right,0.5,82.5,7.0,1.0,5.0,500.0,7000.0
53,trial,,53.0,The|officer|barged|in|and|quickly|flashed|his,0.81,peele,4.75,0.5,strong CoRT,badge,shook,8.0,high cloze,easy,False,badge,right,0.5,7.5,7.0,1.0,5.0,500.0,7000.0
54,trial,,54.0,Daniel|backed|his|car|into|the|base|of|the|basketball,0.36,peele,4.2,0.8366600265340756,strong CoRT,hoop,vase,10.0,low cloze,hard,True,vase,right,0.5,187.5,7.0,1.0,5.0,500.0,7000.0
55,trial,,55.0,"When|the|building|came|down,|there|was|a|loud",0.49,peele,4.25,0.4999999999999999,strong CoRT,crash,port,9.0,low cloze,hard,True,port,right,0.5,120.0,7.0,1.0,5.0,500.0,7000.0
56,trial,,56.0,"A|natural|leader,|Eve|was|a|great|hospital",0.31,peele,1.8,1.7888543819998317,strong non-CoRT,administrator,tub,8.0,low cloze,hard,False,administrator,right,0.5,442.5,7.0,1.0,5.0,500.0,7000.0
57,trial,,57.0,Courtney|was|so|happy|and|relieved|she|started|to,0.71,peele,4.333333333333333,0.8164965809277259,strong CoRT,cry,choice,9.0,high cloze,easy,False,cry,right,0.5,112.5,7.0,1.0,5.0,500.0,7000.0
58,trial,,58.0,Jill|is|frustrated|by|people|who|are|always,0.73,peele,1.75,0.5,strong non-CoRT,late,lock,8.0,high cloze,easy,False,late,right,0.5,337.5,7.0,1.0,5.0,500.0,7000.0
59,trial,,59.0,It’s|hard|to|admit|when|one|is|,0.78,block_baldwin,2.0,1.4142135623730951,strong non-CoRT,wrong,year,8.0,high cloze,easy,False,wrong,right,0.5,315.0,7.0,1.0,5.0,500.0,7000.0
60,trial,,60.0,Isaac|ran|to|the|water|cooler|and|filled|his,0.36,peele,4.8,0.44721359549995787,strong CoRT,cup,wine,9.0,low cloze,hard,False,cup,right,0.5,150.0,7.0,1.0,5.0,500.0,7000.0
61,trial,,61.0,"Gaby|disliked|spinach,|a|veggie|she|claimed|she'd|always",0.7,peele,1.0,0.0,strong non-CoRT,hated,rash,9.0,high cloze,easy,False,hated,right,0.5,262.5,7.0,1.0,5.0,500.0,7000.0
62,trial,,62.0,"She|didn't|give|him|a|long|kiss,|just|a",0.87,peele,4.0,0.0,strong CoRT,peck,water,9.0,high cloze,easy,True,water,right,0.5,67.5,7.0,1.0,5.0,500.0,7000.0
63,trial,,63.0,A|nearby|woman|sprayed|the|robber|with,0.8,peele,4.0,0.7071067811865476,strong CoRT,mace,budge,7.0,high cloze,easy,False,mace,right,0.5,75.0,7.0,1.0,5.0,500.0,7000.0
64,break,# Well done! You got $${percent_correct}% correct!,,,,,,,,,,,,,,,,,,,,,,
0,trial,,0.0,"On|the|lawn,|Patrick|tripped|where|the|dog|had",0.31,peele,4.5,0.5773502691896258,strong CoRT,dug,piece,9.0,low cloze,hard,False,dug,right,0.5,135.0,7.0,1.0,6.0,500.0,7000.0
1,trial,,1.0,When|the|man|entered|the|dog|began|to,0.88,block_baldwin,4.285714285714286,1.1126972805283737,strong CoRT,bark,beard,8.0,high cloze,easy,False,bark,right,0.5,15.0,7.0,1.0,6.0,500.0,7000.0
2,trial,,2.0,He|liked|lemon|and|sugar|in|his,0.81,block_baldwin,1.4285714285714286,0.7867957924694432,strong non-CoRT,tea,lit,7.0,high cloze,easy,True,lit,right,0.5,300.0,7.0,1.0,6.0,500.0,7000.0
3,trial,,3.0,People|talking|too|loudly|had|always|been|Lawrence's,0.31,peele,2.0,1.2247448713915892,strong non-CoRT,peeve,sick,8.0,low cloze,hard,False,peeve,right,0.5,360.0,7.0,1.0,6.0,500.0,7000.0
4,trial,,4.0,He|used|his|skateboard|to|grind|along|the,0.38,peele,4.5,0.5773502691896257,strong CoRT,rails,kill,8.0,low cloze,hard,True,kill,right,0.5,127.5,7.0,1.0,6.0,500.0,7000.0
5,trial,,5.0,He|slept|so|soundly|that|he|was|impossible|to,0.71,peele,1.6666666666666667,0.8164965809277259,strong non-CoRT,wake,noise,9.0,high cloze,easy,False,wake,right,0.5,307.5,7.0,1.0,6.0,500.0,7000.0
6,trial,,6.0,The|car|suddenly|appeared|and|Liz|wasn't|able|to,0.35,peele,4.333333333333333,0.5163977794943223,strong CoRT,stop,sleep,9.0,low cloze,hard,False,stop,right,0.5,217.5,7.0,1.0,6.0,500.0,7000.0
7,trial,,7.0,Jason|fell|off|his|skateboard|when|he|hit|the,0.34,peele,4.6,0.547722557505166,strong CoRT,curb,dress,9.0,low cloze,hard,False,curb,right,0.5,157.5,7.0,1.0,6.0,500.0,7000.0
8,trial,,8.0,The|girl|knew|a|lot|for|her,0.8,block_baldwin,1.2857142857142858,0.4879500364742666,strong non-CoRT,age,dry,7.0,high cloze,easy,False,age,right,0.5,240.0,7.0,1.0,6.0,500.0,7000.0
9,trial,,9.0,The|roommates|agreed|to|split|the|rent|in,0.73,block_baldwin,2.0,1.5491933384829668,strong non-CoRT,half,rot,8.0,high cloze,easy,False,half,right,0.5,337.5,7.0,1.0,6.0,500.0,7000.0
10,trial,,10.0,The|impatient|man|kept|glancing|at|his,0.94,peele,4.0,0.8164965809277259,strong CoRT,watch,run,7.0,high cloze,easy,False,watch,right,0.5,112.5,7.0,1.0,6.0,500.0,7000.0
11,trial,,11.0,The|stench|of|the|dumpster|made|the|passerby,0.35,peele,4.5,0.5773502691896258,strong CoRT,gag,hive,8.0,low cloze,hard,False,gag,right,0.5,150.0,7.0,1.0,6.0,500.0,7000.0
12,trial,,12.0,At|recess|the|younger|children|usually|play,0.42,peele,4.2,0.8366600265340753,strong CoRT,tag,knot,7.0,low cloze,hard,False,tag,right,0.5,232.5,7.0,1.0,6.0,500.0,7000.0
13,trial,,13.0,She|learned|that|the|waves|depended|on|the,0.36,peele,1.4,0.5477225575051661,strong non-CoRT,moon,vase,8.0,low cloze,hard,False,moon,right,0.5,382.5,7.0,1.0,6.0,500.0,7000.0
14,trial,,14.0,The|ranch|workers|were|startled|by|the|charging|angry,0.72,peele,4.6,0.5477225575051662,strong CoRT,bull,bug,9.0,high cloze,easy,True,bug,right,0.5,97.5,7.0,1.0,6.0,500.0,7000.0
15,trial,,15.0,"On|the|back|porch,|Karen|hung|a|clanging",0.35,peele,4.2,0.8366600265340753,strong CoRT,bell,donate,8.0,low cloze,hard,False,bell,right,0.5,165.0,7.0,1.0,6.0,500.0,7000.0
16,trial,,16.0,The|passengers|feared|capsizing|when|the|ship|began|to,0.36,peele,4.2,0.8366600265340756,strong CoRT,rock,sit,9.0,low cloze,hard,False,rock,right,0.5,202.5,7.0,1.0,6.0,500.0,7000.0
17,trial,,17.0,"When|the|robber|trapped|Dorothy,|she|began|to",0.37,peele,4.333333333333333,0.8164965809277259,strong CoRT,cry,glass,8.0,low cloze,hard,False,cry,right,0.5,225.0,7.0,1.0,6.0,500.0,7000.0
18,trial,,18.0,"To|avoid|hitting|her|head,|she|had|to",0.85,peele,4.5,0.5773502691896257,strong CoRT,duck,deed,8.0,high cloze,easy,False,duck,right,0.5,75.0,7.0,1.0,6.0,500.0,7000.0
19,trial,,19.0,"Down|to|two|colleges,|Russell|still|couldn't|make|a",0.71,peele,1.5,0.5773502691896257,strong non-CoRT,decision,bottle,9.0,high cloze,easy,False,decision,right,0.5,322.5,7.0,1.0,6.0,500.0,7000.0
20,trial,,20.0,"After|filling|the|bowl|with|cereal,|Josh|added",0.87,peele,4.6,0.5477225575051662,strong CoRT,milk,eagle,8.0,high cloze,easy,True,eagle,right,0.5,90.0,7.0,1.0,6.0,500.0,7000.0
21,trial,,21.0,Nate|doesn't|make|big|decisions|before|giving|them,0.74,peele,1.5,0.5773502691896257,strong non-CoRT,thought,made,8.0,high cloze,easy,False,thought,right,0.5,277.5,7.0,1.0,6.0,500.0,7000.0
22,trial,,22.0,They|sat|together|without|speaking|a|single,0.96,block_baldwin,2.0,1.2909944487358056,strong non-CoRT,word,live,7.0,high cloze,easy,True,live,right,0.5,270.0,7.0,1.0,6.0,500.0,7000.0
23,trial,,23.0,After|raking|the|yard|Pat|jumped|into|the|pile|of,0.92,block_baldwin,4.571428571428571,0.7867957924694431,strong CoRT,leaves,tag,10.0,high cloze,easy,False,leaves,right,0.5,7.5,7.0,1.0,6.0,500.0,7000.0
24,trial,,24.0,The|pianist|was|embarrassed|she|had|played|the|wrong,0.5,peele,4.4,0.8944271909999159,strong CoRT,note,voice,9.0,low cloze,hard,True,voice,right,0.5,120.0,7.0,1.0,6.0,500.0,7000.0
25,trial,,25.0,A|black|European|crow|is|sometimes|called|a,0.42,peele,1.5,1.0,strong non-CoRT,raven,solution,8.0,low cloze,hard,True,solution,right,0.5,375.0,7.0,1.0,6.0,500.0,7000.0
26,trial,,26.0,The|range|of|options|on|the|menu|was|very,0.49,peele,1.75,0.5,strong non-CoRT,limited,crash,9.0,low cloze,hard,False,limited,right,0.5,472.5,7.0,1.0,6.0,500.0,7000.0
27,trial,,27.0,"Lately,|Sam|has|felt|like|he|is|in|a",0.43,peele,1.8,0.8366600265340756,strong non-CoRT,rut,flip,9.0,low cloze,hard,False,rut,right,0.5,412.5,7.0,1.0,6.0,500.0,7000.0
28,trial,,28.0,The|cheerleaders|were|part|of|the|popular,0.48,block_baldwin,1.1666666666666667,0.40824829046386296,strong non-CoRT,crowd,run,7.0,low cloze,hard,False,crowd,right,0.5,442.5,7.0,1.0,6.0,500.0,7000.0
29,trial,,29.0,Helen|was|happy|in|life|and|especially|loved|her,0.35,peele,1.8,0.8366600265340756,strong non-CoRT,husband,cry,9.0,low cloze,hard,False,husband,right,0.5,397.5,7.0,1.0,6.0,500.0,7000.0
30,trial,,30.0,The|bill|was|due|at|the|end|of|the|,0.76,block_baldwin,1.5714285714285714,0.7867957924694432,strong non-CoRT,month,match,10.0,high cloze,easy,False,month,right,0.5,262.5,7.0,1.0,6.0,500.0,7000.0
31,trial,,31.0,The|boxer|knew|that|tonight|he|had|to,0.86,peele,2.0,1.0,strong non-CoRT,win,bag,8.0,high cloze,easy,False,win,right,0.5,247.5,7.0,1.0,6.0,500.0,7000.0
32,trial,,32.0,"An|almond|is|a|type|of|seed,|not|a",0.87,peele,1.5,1.0,strong non-CoRT,nut,plan,9.0,high cloze,easy,True,plan,right,0.5,330.0,7.0,1.0,6.0,500.0,7000.0
33,trial,,33.0,Helen's|concerned|friend|omitted|the|bad|news|for|her,0.39,peele,2.0,0.7071067811865476,strong non-CoRT,sake,fall,9.0,low cloze,hard,False,sake,right,0.5,450.0,7.0,1.0,6.0,500.0,7000.0
34,trial,,34.0,The|kids|ran|through|the|sprinklers|on|the|front,0.89,peele,4.75,0.4999999999999999,strong CoRT,lawn,prince,9.0,high cloze,easy,True,prince,right,0.5,67.5,7.0,1.0,6.0,500.0,7000.0
35,trial,,35.0,She|lived|in|sunny|Florida|and|never|saw|falling,0.72,block_baldwin,1.8333333333333333,0.7527726527090809,strong non-CoRT,snow,beach,9.0,high cloze,easy,True,beach,right,0.5,255.0,7.0,1.0,6.0,500.0,7000.0
36,trial,,36.0,"They|had|no|news|yet,|so|they|could|only",0.39,peele,1.8,0.8366600265340756,strong non-CoRT,wait,president,9.0,low cloze,hard,True,president,right,0.5,367.5,7.0,1.0,6.0,500.0,7000.0
37,trial,,37.0,The|passenger|kept|yelling|at|the|driver|to|turn,0.49,peele,4.0,0.7071067811865476,strong CoRT,left,find,9.0,low cloze,hard,False,left,right,0.5,180.0,7.0,1.0,6.0,500.0,7000.0
38,trial,,38.0,The|thief|ran|by|and|snatched|the|lady’s,0.87,block_baldwin,4.428571428571429,1.5118578920369088,strong CoRT,purse,gym,8.0,high cloze,easy,True,gym,right,0.5,37.5,7.0,1.0,6.0,500.0,7000.0
39,trial,,39.0,Marc|claimed|that|the,0.38,peele,2.0,1.1547005383792517,strong non-CoRT,selfcomplicated,sick,4.0,low cloze,hard,True,sick,right,0.5,435.0,7.0,1.0,6.0,500.0,7000.0
40,trial,,40.0,Joan|fed|her|baby|some|warm|,0.88,block_baldwin,4.0,1.4142135623730951,strong CoRT,milk,mace,7.0,high cloze,easy,False,milk,right,0.5,45.0,7.0,1.0,6.0,500.0,7000.0
41,trial,,41.0,After|dinner|he|washed|his|hands|with,0.94,block_baldwin,4.142857142857143,1.4638501094227998,strong CoRT,soap,six,7.0,high cloze,easy,False,soap,right,0.5,82.5,7.0,1.0,6.0,500.0,7000.0
42,trial,,42.0,The|big|friendly|dog|wetted|her|face|with|his,0.7,peele,4.5,0.5773502691896257,strong CoRT,tongue,lure,9.0,high cloze,easy,True,lure,right,0.5,0.0,7.0,1.0,6.0,500.0,7000.0
43,trial,,43.0,The|limping|horse|was|obviously|in|much,0.96,block_baldwin,4.0,1.4142135623730951,strong CoRT,pain,cave,7.0,high cloze,easy,False,pain,right,0.5,52.5,7.0,1.0,6.0,500.0,7000.0
44,trial,,44.0,There|is|a|bit|of|cyanide|in|each|apple,0.48,peele,2.0,1.4142135623730951,strong non-CoRT,seed,mare,9.0,low cloze,hard,False,seed,right,0.5,465.0,7.0,1.0,6.0,500.0,7000.0
45,trial,,45.0,"Heidi|loves|Georgia,|because|her|favorite|fruit|is|the",0.93,peele,1.5,0.5773502691896257,strong non-CoRT,peach,kite,9.0,high cloze,easy,False,peach,right,0.5,285.0,7.0,1.0,6.0,500.0,7000.0
46,trial,,46.0,Barry|said|that|accounting|work|was|no,0.35,peele,1.4,0.5477225575051661,strong non-CoRT,fun,mob,7.0,low cloze,hard,True,mob,right,0.5,420.0,7.0,1.0,6.0,500.0,7000.0
47,trial,,47.0,Jim|convinced|her|that|it|was|a|bad|prank|to,0.43,peele,1.75,0.5,strong non-CoRT,pull,vase,10.0,low cloze,hard,True,vase,right,0.5,390.0,7.0,1.0,6.0,500.0,7000.0
48,trial,,48.0,Todd|excelled|at|the|baseball|game|with|his|new,0.39,peele,4.25,0.9574271077563382,strong CoRT,bat,bake,9.0,low cloze,hard,False,bat,right,0.5,195.0,7.0,1.0,6.0,500.0,7000.0
49,trial,,49.0,The|diving|board|was|scary|because|it|was|so,0.82,block_baldwin,1.8571428571428568,1.5735915849388864,strong non-CoRT,high,beige,9.0,high cloze,easy,False,high,right,0.5,315.0,7.0,1.0,6.0,500.0,7000.0
50,trial,,50.0,The|house|filled|with|smells|of|the|freshly|baked,0.72,peele,2.0,1.0,strong non-CoRT,bread,wait,9.0,high cloze,easy,False,bread,right,0.5,345.0,7.0,1.0,6.0,500.0,7000.0
51,trial,,51.0,The|company|boss|was|suspicious|there|was|a,0.32,peele,2.0,1.1547005383792517,strong non-CoRT,thief,boat,8.0,low cloze,hard,True,boat,right,0.5,457.5,7.0,1.0,6.0,500.0,7000.0
52,trial,,52.0,The|heavy|book|hit|the|floor|with|a|loud,0.7,peele,4.0,1.0,strong CoRT,thud,fan,9.0,high cloze,easy,False,thud,right,0.5,60.0,7.0,1.0,6.0,500.0,7000.0
53,trial,,53.0,France|is|a|country|that|is|famous|for,0.31,peele,2.0,1.7320508075688772,strong non-CoRT,wine,cave,8.0,low cloze,hard,False,wine,right,0.5,427.5,7.0,1.0,6.0,500.0,7000.0
54,trial,,54.0,The|angry|chicken|gave|the|farmer|a|sharp,0.83,peele,4.5,0.5773502691896257,strong CoRT,peck,cry,8.0,high cloze,easy,False,peck,right,0.5,105.0,7.0,1.0,6.0,500.0,7000.0
55,trial,,55.0,Chase|had|to|use|special|shampoo|to|remove|the,0.34,peele,4.0,1.1547005383792517,strong CoRT,lice,worth,9.0,low cloze,hard,False,lice,right,0.5,210.0,7.0,1.0,6.0,500.0,7000.0
56,trial,,56.0,Instead|of|dressing|I|prefer|vinegar|and,0.76,block_baldwin,1.0,0.0,strong non-CoRT,oil,real,7.0,high cloze,easy,False,oil,right,0.5,292.5,7.0,1.0,6.0,500.0,7000.0
57,trial,,57.0,Tim|drove|past|numerous|warning|signs|without,0.38,peele,4.0,0.8164965809277259,strong CoRT,stopping,bread,7.0,low cloze,hard,False,stopping,right,0.5,172.5,7.0,1.0,6.0,500.0,7000.0
58,trial,,58.0,The|fans|cheered|when|the|baseball|player|went|to,0.5,peele,4.333333333333333,0.5773502691896257,strong CoRT,bat,did,9.0,low cloze,hard,False,bat,right,0.5,142.5,7.0,1.0,6.0,500.0,7000.0
59,trial,,59.0,She|preheated|the|oven|and|greased|the,0.9,block_baldwin,4.285714285714286,1.4960264830861911,strong CoRT,pan,sensitive,7.0,high cloze,easy,True,sensitive,right,0.5,22.5,7.0,1.0,6.0,500.0,7000.0
60,trial,,60.0,Joe|liked|the|foreign|city|but|didn't|want|to,0.34,peele,2.0,0.6324555320336759,strong non-CoRT,stay,thief,9.0,low cloze,hard,False,stay,right,0.5,405.0,7.0,1.0,6.0,500.0,7000.0
61,trial,,61.0,The|dog|was|lonely|without|companions|and|started|to,0.39,peele,4.0,1.224744871391589,strong CoRT,whine,hid,9.0,low cloze,hard,True,hid,right,0.5,187.5,7.0,1.0,6.0,500.0,7000.0
62,trial,,62.0,Ellen|replaced|the|fuse|that|no|longer,0.86,block_baldwin,4.142857142857143,0.8997354108424375,strong CoRT,worked,bite,7.0,high cloze,easy,False,worked,right,0.5,30.0,7.0,1.0,6.0,500.0,7000.0
63,trial,,63.0,The|personal|trainer|took|a|job|at|the|local,0.9,peele,2.0,0.8164965809277259,strong non-CoRT,gym,long,9.0,high cloze,easy,False,gym,right,0.5,352.5,7.0,1.0,6.0,500.0,7000.0
64,end,# End of Experiment. Thank you for participating!,,,,,,,,,,,,,,,,,,,,,,
